,1102,914,basinwide_average
1961-09-01,-999.0,-999.0,-999.9
1961-10-01,-999.0,-999.0,-999.9
1961-11-01,-999.0,-999.0,-999.9
1961-12-01,-999.0,-999.0,-999.9
1962-01-01,-999.0,-999.0,-999.9
1962-02-01,-999.0,-999.0,-999.9
1962-03-01,-999.0,-999.0,-999.9
1962-04-01,-999.0,-999.0,-999.9
1962-05-01,-999.0,-999.0,-999.9
1962-06-01,-999.0,-999.0,-999.9
1962-07-01,-999.0,-999.0,-999.9
1962-08-01,-999.0,-999.0,-999.9
1962-09-01,-999.0,-999.0,-999.9
1962-10-01,-999.0,-999.0,-999.9
1962-11-01,-999.0,-999.0,-999.9
1962-12-01,-999.0,-999.0,-999.9
1963-01-01,-999.0,-999.0,-999.9
1963-02-01,-999.0,-999.0,-999.9
1963-03-01,-999.0,-999.0,-999.9
1963-04-01,-999.0,-999.0,-999.9
1963-05-01,-999.0,-999.0,-999.9
1963-06-01,-999.0,-999.0,-999.9
1963-07-01,-999.0,-999.0,-999.9
1963-08-01,-999.0,-999.0,-999.9
1963-09-01,-999.0,-999.0,-999.9
1963-10-01,-999.0,-999.0,-999.9
1963-11-01,-999.0,-999.0,-999.9
1963-12-01,-999.0,-999.0,-999.9
1964-01-01,-999.0,-999.0,-999.9
1964-02-01,-999.0,-999.0,-999.9
1964-03-01,-999.0,-999.0,-999.9
1964-04-01,-999.0,-999.0,-999.9
1964-05-01,-999.0,-999.0,-999.9
1964-06-01,-999.0,-999.0,-999.9
1964-07-01,-999.0,-999.0,-999.9
1964-08-01,-999.0,-999.0,-999.9
1964-09-01,-999.0,-999.0,-999.9
1964-10-01,-999.0,-999.0,-999.9
1964-11-01,-999.0,-999.0,-999.9
1964-12-01,-999.0,-999.0,-999.9
1965-01-01,-999.0,-999.0,-999.9
1965-02-01,-999.0,-999.0,-999.9
1965-03-01,-999.0,-999.0,-999.9
1965-04-01,-999.0,-999.0,-999.9
1965-05-01,-999.0,-999.0,-999.9
1965-06-01,-999.0,-999.0,-999.9
1965-07-01,-999.0,-999.0,-999.9
1965-08-01,-999.0,-999.0,-999.9
1965-09-01,-999.0,-999.0,-999.9
1965-10-01,-999.0,-999.0,-999.9
1965-11-01,-999.0,-999.0,-999.9
1965-12-01,-999.0,-999.0,-999.9
1966-01-01,-999.0,-999.0,-999.9
1966-02-01,-999.0,-999.0,-999.9
1966-03-01,-999.0,-999.0,-999.9
1966-04-01,-999.0,-999.0,-999.9
1966-05-01,-999.0,-999.0,-999.9
1966-06-01,-999.0,-999.0,-999.9
1966-07-01,-999.0,-999.0,-999.9
1966-08-01,-999.0,-999.0,-999.9
1966-09-01,-999.0,-999.0,-999.9
1966-10-01,-999.0,-999.0,-999.9
1966-11-01,-999.0,-999.0,-999.9
1966-12-01,-999.0,-999.0,-999.9
1967-01-01,-999.0,-999.0,-999.9
1967-02-01,-999.0,-999.0,-999.9
1967-03-01,-999.0,-999.0,-999.9
1967-04-01,-999.0,-999.0,-999.9
1967-05-01,-999.0,-999.0,-999.9
1967-06-01,-999.0,-999.0,-999.9
1967-07-01,-999.0,-999.0,-999.9
1967-08-01,-999.0,-999.0,-999.9
1967-09-01,-999.0,-999.0,-999.9
1967-10-01,-999.0,-999.0,-999.9
1967-11-01,-999.0,-999.0,-999.9
1967-12-01,-999.0,-999.0,-999.9
1968-01-01,-999.0,-999.0,-999.9
1968-02-01,-999.0,-999.0,-999.9
1968-03-01,-999.0,-999.0,-999.9
1968-04-01,-999.0,-999.0,-999.9
1968-05-01,-999.0,-999.0,-999.9
1968-06-01,-999.0,-999.0,-999.9
1968-07-01,-999.0,-999.0,-999.9
1968-08-01,-999.0,-999.0,-999.9
1968-09-01,-999.0,-999.0,-999.9
1968-10-01,-999.0,-999.0,-999.9
1968-11-01,-999.0,-999.0,-999.9
1968-12-01,-999.0,-999.0,-999.9
1969-01-01,-999.0,-999.0,-999.9
1969-02-01,-999.0,-999.0,-999.9
1969-03-01,-999.0,-999.0,-999.9
1969-04-01,-999.0,-999.0,-999.9
1969-05-01,-999.0,-999.0,-999.9
1969-06-01,-999.0,-999.0,-999.9
1969-07-01,-999.0,-999.0,-999.9
1969-08-01,-999.0,-999.0,-999.9
1969-09-01,-999.0,-999.0,-999.9
1969-10-01,-999.0,-999.0,-999.9
1969-11-01,-999.0,-999.0,-999.9
1969-12-01,-999.0,-999.0,-999.9
1970-01-01,-999.0,-999.0,-999.9
1970-02-01,-999.0,-999.0,-999.9
1970-03-01,-999.0,-999.0,-999.9
1970-04-01,-999.0,-999.0,-999.9
1970-05-01,-999.0,-999.0,-999.9
1970-06-01,-999.0,-999.0,-999.9
1970-07-01,-999.0,-999.0,-999.9
1970-08-01,-999.0,-999.0,-999.9
1970-09-01,-999.0,-999.0,-999.9
1970-10-01,-999.0,-999.0,-999.9
1970-11-01,-999.0,-999.0,-999.9
1970-12-01,-999.0,-999.0,-999.9
1971-01-01,-999.0,-999.0,-999.9
1971-02-01,-999.0,-999.0,-999.9
1971-03-01,-999.0,-999.0,-999.9
1971-04-01,-999.0,-999.0,-999.9
1971-05-01,-999.0,-999.0,-999.9
1971-06-01,-999.0,-999.0,-999.9
1971-07-01,-999.0,-999.0,-999.9
1971-08-01,-999.0,-999.0,-999.9
1971-09-01,-999.0,-999.0,-999.9
1971-10-01,-999.0,-999.0,-999.9
1971-11-01,-999.0,-999.0,-999.9
1971-12-01,-999.0,-999.0,-999.9
1972-01-01,-999.0,-999.0,-999.9
1972-02-01,-999.0,-999.0,-999.9
1972-03-01,-999.0,-999.0,-999.9
1972-04-01,-999.0,-999.0,-999.9
1972-05-01,-999.0,-999.0,-999.9
1972-06-01,-999.0,-999.0,-999.9
1972-07-01,-999.0,-999.0,-999.9
1972-08-01,-999.0,-999.0,-999.9
1972-09-01,-999.0,-999.0,-999.9
1972-10-01,-999.0,-999.0,-999.9
1972-11-01,-999.0,-999.0,-999.9
1972-12-01,-999.0,-999.0,-999.9
1973-01-01,-999.0,-999.0,-999.9
1973-02-01,-999.0,-999.0,-999.9
1973-03-01,-999.0,-999.0,-999.9
1973-04-01,-999.0,-999.0,-999.9
1973-05-01,-999.0,-999.0,-999.9
1973-06-01,-999.0,-999.0,-999.9
1973-07-01,-999.0,-999.0,-999.9
1973-08-01,-999.0,-999.0,-999.9
1973-09-01,-999.0,-999.0,-999.9
1973-10-01,-999.0,-999.0,-999.9
1973-11-01,-999.0,-999.0,-999.9
1973-12-01,-999.0,-999.0,-999.9
1974-01-01,-999.0,-999.0,-999.9
1974-02-01,-999.0,-999.0,-999.9
1974-03-01,-999.0,-999.0,-999.9
1974-04-01,-999.0,-999.0,-999.9
1974-05-01,-999.0,-999.0,-999.9
1974-06-01,-999.0,-999.0,-999.9
1974-07-01,-999.0,-999.0,-999.9
1974-08-01,-999.0,-999.0,-999.9
1974-09-01,-999.0,-999.0,-999.9
1974-10-01,-999.0,-999.0,-999.9
1974-11-01,-999.0,-999.0,-999.9
1974-12-01,-999.0,-999.0,-999.9
1975-01-01,-999.0,-999.0,-999.9
1975-02-01,-999.0,-999.0,-999.9
1975-03-01,-999.0,-999.0,-999.9
1975-04-01,-999.0,-999.0,-999.9
1975-05-01,-999.0,-999.0,-999.9
1975-06-01,-999.0,-999.0,-999.9
1975-07-01,-999.0,-999.0,-999.9
1975-08-01,-999.0,-999.0,-999.9
1975-09-01,-999.0,-999.0,-999.9
1975-10-01,-999.0,-999.0,-999.9
1975-11-01,-999.0,-999.0,-999.9
1975-12-01,-999.0,-999.0,-999.9
1976-01-01,-999.0,-999.0,-999.9
1976-02-01,-999.0,-999.0,-999.9
1976-03-01,-999.0,-999.0,-999.9
1976-04-01,-999.0,-999.0,-999.9
1976-05-01,-999.0,-999.0,-999.9
1976-06-01,-999.0,-999.0,-999.9
1976-07-01,-999.0,-999.0,-999.9
1976-08-01,-999.0,-999.0,-999.9
1976-09-01,-999.0,-999.0,-999.9
1976-10-01,-999.0,-999.0,-999.9
1976-11-01,-999.0,-999.0,-999.9
1976-12-01,-999.0,-999.0,-999.9
1977-01-01,-999.0,-999.0,-999.9
1977-02-01,-999.0,-999.0,-999.9
1977-03-01,-999.0,-999.0,-999.9
1977-04-01,-999.0,-999.0,-999.9
1977-05-01,-999.0,-999.0,-999.9
1977-06-01,-999.0,-999.0,-999.9
1977-07-01,-999.0,-999.0,-999.9
1977-08-01,-999.0,-999.0,-999.9
1977-09-01,-999.0,-999.0,-999.9
1977-10-01,-999.0,-999.0,-999.9
1977-11-01,-999.0,-999.0,-999.9
1977-12-01,-999.0,-999.0,-999.9
1978-01-01,-999.0,-999.0,-999.9
1978-02-01,-999.0,-999.0,-999.9
1978-03-01,-999.0,-999.0,-999.9
1978-04-01,-999.0,-999.0,-999.9
1978-05-01,-999.0,-999.0,-999.9
1978-06-01,-999.0,-999.0,-999.9
1978-07-01,-999.0,-999.0,-999.9
1978-08-01,-999.0,-999.0,-999.9
1978-09-01,-999.0,-999.0,-999.9
1978-10-01,-999.0,-999.0,-999.9
1978-11-01,-999.0,-999.0,-999.9
1978-12-01,-999.0,-999.0,-999.9
1979-01-01,-999.0,-999.0,-999.9
1979-02-01,-999.0,-999.0,-999.9
1979-03-01,-999.0,-999.0,-999.9
1979-04-01,-999.0,-999.0,-999.9
1979-05-01,-999.0,-999.0,-999.9
1979-06-01,-999.0,-999.0,-999.9
1979-07-01,-999.0,-999.0,-999.9
1979-08-01,-999.0,-999.0,-999.9
1979-09-01,-999.0,-999.0,-999.9
1979-10-01,-999.0,-999.0,-999.9
1979-11-01,-999.0,-999.0,-999.9
1979-12-01,-999.0,-999.0,-999.9
1980-01-01,-999.0,-999.0,-999.9
1980-02-01,-999.0,-999.0,-999.9
1980-03-01,-999.0,-999.0,-999.9
1980-04-01,-999.0,-999.0,-999.9
1980-05-01,-999.0,-999.0,-999.9
1980-06-01,-999.0,-999.0,-999.9
1980-07-01,-999.0,-999.0,-999.9
1980-08-01,-999.0,-999.0,-999.9
1980-09-01,-999.0,-999.0,-999.9
1980-10-01,-999.0,-999.0,-999.9
1980-11-01,-999.0,-999.0,-999.9
1980-12-01,-999.0,-999.0,-999.9
1981-01-01,-999.0,-999.0,-999.9
1981-02-01,-999.0,-999.0,-999.9
1981-03-01,-999.0,-999.0,-999.9
1981-04-01,-999.0,-999.0,-999.9
1981-05-01,-999.0,-999.0,-999.9
1981-06-01,-999.0,-999.0,-999.9
1981-07-01,-999.0,-999.0,-999.9
1981-08-01,-999.0,-999.0,-999.9
1981-09-01,-999.0,-999.0,-999.9
1981-10-01,-999.0,-999.0,-999.9
1981-11-01,-999.0,-999.0,-999.9
1981-12-01,-999.0,-999.0,-999.9
1982-01-01,-999.0,-999.0,-999.9
1982-02-01,-999.0,-999.0,-999.9
1982-03-01,-999.0,-999.0,-999.9
1982-04-01,-999.0,-999.0,-999.9
1982-05-01,-999.0,-999.0,-999.9
1982-06-01,-999.0,-999.0,-999.9
1982-07-01,-999.0,-999.0,-999.9
1982-08-01,-999.0,-999.0,-999.9
1982-09-01,-999.0,-999.0,-999.9
1982-10-01,-999.0,-999.0,-999.9
1982-11-01,-999.0,-999.0,-999.9
1982-12-01,-999.0,-999.0,-999.9
1983-01-01,-999.0,-999.0,-999.9
1983-02-01,-999.0,-999.0,-999.9
1983-03-01,-999.0,-999.0,-999.9
1983-04-01,-999.0,-999.0,-999.9
1983-05-01,-999.0,-999.0,-999.9
1983-06-01,-999.0,-999.0,-999.9
1983-07-01,-999.0,-999.0,-999.9
1983-08-01,-999.0,-999.0,-999.9
1983-09-01,-999.0,-999.0,-999.9
1983-10-01,-999.0,-999.0,-999.9
1983-11-01,-999.0,-999.0,-999.9
1983-12-01,-999.0,-999.0,-999.9
1984-01-01,-999.0,-999.0,-999.9
1984-02-01,-999.0,-999.0,-999.9
1984-03-01,-999.0,-999.0,-999.9
1984-04-01,-999.0,-999.0,-999.9
1984-05-01,-999.0,-999.0,-999.9
1984-06-01,-999.0,-999.0,-999.9
1984-07-01,-999.0,-999.0,-999.9
1984-08-01,-999.0,-999.0,-999.9
1984-09-01,-999.0,-999.0,-999.9
1984-10-01,-999.0,-999.0,-999.9
1984-11-01,-999.0,-999.0,-999.9
1984-12-01,-999.0,-999.0,-999.9
1985-01-01,-999.0,-999.0,-999.9
1985-02-01,-999.0,-999.0,-999.9
1985-03-01,-999.0,-999.0,-999.9
1985-04-01,-999.0,-999.0,-999.9
1985-05-01,-999.0,-999.0,-999.9
1985-06-01,-999.0,-999.0,-999.9
1985-07-01,-999.0,-999.0,-999.9
1985-08-01,-999.0,-999.0,-999.9
1985-09-01,-999.0,-999.0,-999.9
1985-10-01,-999.0,-999.0,-999.9
1985-11-01,-999.0,-999.0,-999.9
1985-12-01,-999.0,-999.0,-999.9
1986-01-01,-999.0,-999.0,-999.9
1986-02-01,-999.0,-999.0,-999.9
1986-03-01,-999.0,-999.0,-999.9
1986-04-01,-999.0,-999.0,-999.9
1986-05-01,-999.0,-999.0,-999.9
1986-06-01,-999.0,-999.0,-999.9
1986-07-01,-999.0,-999.0,-999.9
1986-08-01,-999.0,-999.0,-999.9
1986-09-01,-999.0,-999.0,-999.9
1986-10-01,-999.0,-999.0,-999.9
1986-11-01,-999.0,-999.0,-999.9
1986-12-01,-999.0,-999.0,-999.9
1987-01-01,-999.0,-999.0,-999.9
1987-02-01,-999.0,-999.0,-999.9
1987-03-01,-999.0,-999.0,-999.9
1987-04-01,-999.0,-999.0,-999.9
1987-05-01,-999.0,-999.0,-999.9
1987-06-01,-999.0,-999.0,-999.9
1987-07-01,-999.0,-999.0,-999.9
1987-08-01,-999.0,-999.0,-999.9
1987-09-01,-999.0,-999.0,-999.9
1987-10-01,-999.0,-999.0,-999.9
1987-11-01,-999.0,-999.0,-999.9
1987-12-01,-999.0,-999.0,-999.9
1988-01-01,-999.0,-999.0,-999.9
1988-02-01,-999.0,-999.0,-999.9
1988-03-01,-999.0,-999.0,-999.9
1988-04-01,-999.0,-999.0,-999.9
1988-05-01,-999.0,-999.0,-999.9
1988-06-01,-999.0,-999.0,-999.9
1988-07-01,-999.0,-999.0,-999.9
1988-08-01,-999.0,-999.0,-999.9
1988-09-01,-999.0,-999.0,-999.9
1988-10-01,-999.0,-999.0,-999.9
1988-11-01,-999.0,-999.0,-999.9
1988-12-01,-999.0,-999.0,-999.9
1989-01-01,-999.0,-999.0,-999.9
1989-02-01,-999.0,-999.0,-999.9
1989-03-01,-999.0,-999.0,-999.9
1989-04-01,-999.0,-999.0,-999.9
1989-05-01,-999.0,-999.0,-999.9
1989-06-01,-999.0,-999.0,-999.9
1989-07-01,-999.0,-999.0,-999.9
1989-08-01,-999.0,-999.0,-999.9
1989-09-01,-999.0,-999.0,-999.9
1989-10-01,-999.0,-999.0,-999.9
1989-11-01,-999.0,-999.0,-999.9
1989-12-01,-999.0,-999.0,-999.9
1990-01-01,-999.0,-999.0,-999.9
1990-02-01,-999.0,-999.0,-999.9
1990-03-01,-999.0,-999.0,-999.9
1990-04-01,-999.0,-999.0,-999.9
1990-05-01,-999.0,-999.0,-999.9
1990-06-01,-999.0,-999.0,-999.9
1990-07-01,-999.0,-999.0,-999.9
1990-08-01,-999.0,-999.0,-999.9
1990-09-01,-999.0,-999.0,-999.9
1990-10-01,-999.0,-999.0,-999.9
1990-11-01,-999.0,-999.0,-999.9
1990-12-01,-999.0,-999.0,-999.9
1991-01-01,-999.0,-999.0,-999.9
1991-02-01,-999.0,-999.0,-999.9
1991-03-01,-999.0,-999.0,-999.9
1991-04-01,-999.0,-999.0,-999.9
1991-05-01,-999.0,-999.0,-999.9
1991-06-01,-999.0,-999.0,-999.9
1991-07-01,-999.0,-999.0,-999.9
1991-08-01,-999.0,-999.0,-999.9
1991-09-01,-999.0,-999.0,-999.9
1991-10-01,-999.0,-999.0,-999.9
1991-11-01,-999.0,-999.0,-999.9
1991-12-01,-999.0,-999.0,-999.9
1992-01-01,-999.0,-999.0,-999.9
1992-02-01,-999.0,-999.0,-999.9
1992-03-01,-999.0,-999.0,-999.9
1992-04-01,-999.0,-999.0,-999.9
1992-05-01,-999.0,-999.0,-999.9
1992-06-01,-999.0,-999.0,-999.9
1992-07-01,-999.0,-999.0,-999.9
1992-08-01,-999.0,-999.0,-999.9
1992-09-01,-999.0,-999.0,-999.9
1992-10-01,-999.0,-999.0,-999.9
1992-11-01,-999.0,-999.0,-999.9
1992-12-01,-999.0,-999.0,-999.9
1993-01-01,-999.0,-999.0,-999.9
1993-02-01,-999.0,-999.0,-999.9
1993-03-01,-999.0,-999.0,-999.9
1993-04-01,-999.0,-999.0,-999.9
1993-05-01,-999.0,-999.0,-999.9
1993-06-01,-999.0,-999.0,-999.9
1993-07-01,-999.0,-999.0,-999.9
1993-08-01,-999.0,-999.0,-999.9
1993-09-01,-999.0,-999.0,-999.9
1993-10-01,-999.0,-999.0,-999.9
1993-11-01,-999.0,-999.0,-999.9
1993-12-01,-999.0,-999.0,-999.9
1994-01-01,-999.0,-999.0,-999.9
1994-02-01,-999.0,-999.0,-999.9
1994-03-01,-999.0,-999.0,-999.9
1994-04-01,-999.0,-999.0,-999.9
1994-05-01,-999.0,-999.0,-999.9
1994-06-01,-999.0,-999.0,-999.9
1994-07-01,-999.0,-999.0,-999.9
1994-08-01,-999.0,-999.0,-999.9
1994-09-01,-999.0,-999.0,-999.9
1994-10-01,-999.0,-999.0,-999.9
1994-11-01,-999.0,-999.0,-999.9
1994-12-01,-999.0,-999.0,-999.9
1995-01-01,-999.0,-999.0,-999.9
1995-02-01,-999.0,-999.0,-999.9
1995-03-01,-999.0,-999.0,-999.9
1995-04-01,-999.0,-999.0,-999.9
1995-05-01,-999.0,-999.0,-999.9
1995-06-01,-999.0,-999.0,-999.9
1995-07-01,-999.0,-999.0,-999.9
1995-08-01,-999.0,-999.0,-999.9
1995-09-01,-999.0,-999.0,-999.9
1995-10-01,-999.0,-999.0,-999.9
1995-11-01,-999.0,0.0,0.0
1995-12-01,-999.0,0.0,0.0
1996-01-01,-999.0,1.3,0.2049727107337781
1996-02-01,-999.0,3.9,0.6149181322013343
1996-03-01,-999.0,4.3,0.6779866585809583
1996-04-01,-999.0,4.3,0.6779866585809583
1996-05-01,-999.0,4.3,0.6779866585809583
1996-06-01,-999.0,4.3,0.6779866585809583
1996-07-01,-999.0,4.3,0.6779866585809583
1996-08-01,-999.0,4.3,0.6779866585809583
1996-09-01,-999.0,4.3,0.6779866585809583
1996-10-01,-999.0,0.0,0.0
1996-11-01,-999.0,2.3,0.3626440266828381
1996-12-01,-999.0,3.8,0.5991510006064282
1997-01-01,-999.0,4.9,0.7725894481503944
1997-02-01,-999.0,6.8,1.0721649484536084
1997-03-01,-999.0,10.1,1.5924802910855067
1997-04-01,-999.0,10.1,1.5924802910855067
1997-05-01,-999.0,10.1,1.5924802910855067
1997-06-01,-999.0,10.1,1.5924802910855067
1997-07-01,-999.0,10.1,1.5924802910855067
1997-08-01,-999.0,10.1,1.5924802910855067
1997-09-01,-999.0,10.1,1.5924802910855067
1997-10-01,-999.0,0.0,0.0
1997-11-01,-999.0,0.4,0.06306852637962403
1997-12-01,-999.0,4.7,0.7410551849605823
1998-01-01,-999.0,5.7,0.8987265009096425
1998-02-01,-999.0,6.1,0.9617950272892664
1998-03-01,-999.0,7.6,1.1983020012128565
1998-04-01,-999.0,7.6,1.1983020012128565
1998-05-01,-999.0,7.6,1.1983020012128565
1998-06-01,-999.0,7.6,1.1983020012128565
1998-07-01,-999.0,7.6,1.1983020012128565
1998-08-01,-999.0,7.6,1.1983020012128565
1998-09-01,-999.0,7.6,1.1983020012128565
1998-10-01,-999.0,0.0,0.0
1998-11-01,-999.0,0.9,0.14190418435415406
1998-12-01,-999.0,2.0,0.3153426318981201
1999-01-01,-999.0,2.4,0.37841115827774413
1999-02-01,-999.0,3.2,0.5045482110369922
1999-03-01,-999.0,3.2,0.5045482110369922
1999-04-01,-999.0,3.2,0.5045482110369922
1999-05-01,-999.0,3.2,0.5045482110369922
1999-06-01,-999.0,3.2,0.5045482110369922
1999-07-01,-999.0,3.2,0.5045482110369922
1999-08-01,-999.0,3.2,0.5045482110369922
1999-09-01,-999.0,3.2,0.5045482110369922
1999-10-01,-999.0,0.0,0.0
1999-11-01,-999.0,0.0,0.0
1999-12-01,-999.0,0.5,0.07883565797453003
2000-01-01,-999.0,1.4,0.22073984232868407
2000-02-01,-999.0,2.8,0.44147968465736814
2000-03-01,-999.0,3.9,0.6149181322013343
2000-04-01,-999.0,4.2,0.6622195269860524
2000-05-01,-999.0,4.2,0.6622195269860524
2000-06-01,-999.0,4.2,0.6622195269860524
2000-07-01,-999.0,4.2,0.6622195269860524
2000-08-01,-999.0,4.2,0.6622195269860524
2000-09-01,-999.0,4.2,0.6622195269860524
2000-10-01,-999.0,0.0,0.0
2000-11-01,-999.0,0.6,0.09460278956943603
2000-12-01,-999.0,1.5,0.2365069739235901
2001-01-01,-999.0,2.2,0.3468768950879322
2001-02-01,-999.0,3.9,0.6149181322013343
2001-03-01,-999.0,5.5,0.8671922377198303
2001-04-01,-999.0,7.9,1.2456033959975745
2001-05-01,-999.0,7.9,1.2456033959975745
2001-06-01,-999.0,7.9,1.2456033959975745
2001-07-01,-999.0,7.9,1.2456033959975745
2001-08-01,-999.0,7.9,1.2456033959975745
2001-09-01,-999.0,7.9,1.2456033959975745
2001-10-01,-999.0,0.0,0.0
2001-11-01,-999.0,0.2,0.03153426318981201
2001-12-01,-999.0,1.4,0.22073984232868407
2002-01-01,-999.0,2.1,0.3311097634930262
2002-02-01,-999.0,3.1,0.4887810794420862
2002-03-01,-999.0,4.5,0.7095209217707703
2002-04-01,-999.0,4.5,0.7095209217707703
2002-05-01,-999.0,4.5,0.7095209217707703
2002-06-01,-999.0,4.5,0.7095209217707703
2002-07-01,-999.0,4.5,0.7095209217707703
2002-08-01,-999.0,4.5,0.7095209217707703
2002-09-01,-999.0,4.5,0.7095209217707703
2002-10-01,-999.0,0.0,0.0
2002-11-01,-999.0,0.5,0.07883565797453003
2002-12-01,-999.0,1.3,0.2049727107337781
2003-01-01,-999.0,1.7,0.2680412371134021
2003-02-01,-999.0,2.8,0.44147968465736814
2003-03-01,-999.0,5.9,0.9302607640994545
2003-04-01,-999.0,6.0,0.9460278956943604
2003-05-01,-999.0,6.0,0.9460278956943604
2003-06-01,-999.0,6.0,0.9460278956943604
2003-07-01,-999.0,6.0,0.9460278956943604
2003-08-01,-999.0,6.0,0.9460278956943604
2003-09-01,-999.0,6.0,0.9460278956943604
2003-10-01,-999.0,0.0,0.0
2003-11-01,-999.0,0.0,0.0
2003-12-01,-999.0,0.7,0.11036992116434204
2004-01-01,-999.0,1.7,0.2680412371134021
2004-02-01,-999.0,4.0,0.6306852637962402
2004-03-01,-999.0,7.0,1.1036992116434206
2004-04-01,-999.0,7.0,1.1036992116434206
2004-05-01,-999.0,7.0,1.1036992116434206
2004-06-01,-999.0,7.0,1.1036992116434206
2004-07-01,-999.0,7.0,1.1036992116434206
2004-08-01,-999.0,7.0,1.1036992116434206
2004-09-01,-999.0,7.0,1.1036992116434206
2004-10-01,-999.0,0.0,0.0
2004-11-01,-999.0,0.0,0.0
2004-12-01,-999.0,1.5,0.2365069739235901
2005-01-01,-999.0,3.5,0.5518496058217103
2005-02-01,-999.0,6.1,0.9617950272892664
2005-03-01,-999.0,9.0,1.4190418435415406
2005-04-01,-999.0,10.3,1.6240145542753188
2005-05-01,-999.0,10.3,1.6240145542753188
2005-06-01,-999.0,10.3,1.6240145542753188
2005-07-01,-999.0,10.3,1.6240145542753188
2005-08-01,-999.0,10.3,1.6240145542753188
2005-09-01,-999.0,10.3,1.6240145542753188
2005-10-01,-999.0,0.0,0.0
2005-11-01,-999.0,0.0,0.0
2005-12-01,-999.0,0.0,0.0
2006-01-01,-999.0,0.9,0.14190418435415406
2006-02-01,-999.0,1.8,0.2838083687083081
2006-03-01,-999.0,1.8,0.2838083687083081
2006-04-01,-999.0,1.8,0.2838083687083081
2006-05-01,-999.0,1.8,0.2838083687083081
2006-06-01,-999.0,1.8,0.2838083687083081
2006-07-01,-999.0,1.8,0.2838083687083081
2006-08-01,-999.0,1.8,0.2838083687083081
2006-09-01,-999.0,1.8,0.2838083687083081
2006-10-01,-999.0,0.0,0.0
2006-11-01,-999.0,0.4,0.06306852637962403
2006-12-01,-999.0,1.7,0.2680412371134021
2007-01-01,-999.0,4.0,0.6306852637962402
2007-02-01,-999.0,6.3,0.9933292904790784
2007-03-01,-999.0,6.9,1.0879320800485146
2007-04-01,-999.0,6.9,1.0879320800485146
2007-05-01,-999.0,6.9,1.0879320800485146
2007-06-01,-999.0,6.9,1.0879320800485146
2007-07-01,-999.0,6.9,1.0879320800485146
2007-08-01,-999.0,6.9,1.0879320800485146
2007-09-01,-999.0,6.9,1.0879320800485146
2007-10-01,-999.0,0.0,0.0
2007-11-01,0.0,0.0,0.0
2007-12-01,1.4,1.2,0.14295010086692
2008-01-01,9.2,5.7,0.7670741532668588
2008-02-01,15.0,8.8,1.211760696934621
2008-03-01,18.8,10.3,1.4612426002753014
2008-04-01,21.0,10.3,1.5372169465999188
2008-05-01,21.0,10.3,1.5372169465999188
2008-06-01,21.0,10.3,1.5372169465999188
2008-07-01,21.0,10.3,1.5372169465999188
2008-08-01,21.0,10.3,1.5372169465999188
2008-09-01,21.0,10.3,1.5372169465999188
2008-10-01,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0
2008-12-01,0.6,0.7,0.07590523685252129
2009-01-01,9.5,4.8,0.7064821992249568
2009-02-01,11.9,5.9,0.876082528078341
2009-03-01,13.4,5.9,0.9278832187542166
2009-04-01,15.8,5.9,1.0107643238356179
2009-05-01,17.7,5.9,1.0763785320250603
2009-06-01,17.7,5.9,1.0763785320250603
2009-07-01,17.7,5.9,1.0763785320250603
2009-08-01,17.7,5.9,1.0763785320250603
2009-09-01,17.7,5.9,1.0763785320250603
2009-10-01,0.0,0.0,0.0
2009-11-01,3.8,1.6,0.2573654691381331
2009-12-01,4.2,1.6,0.2711789866516999
2010-01-01,7.4,1.6,0.38168712676023475
2010-02-01,10.7,2.8,0.5902514358165972
2010-03-01,14.1,4.3,0.8259198216437105
2010-04-01,21.0,9.1,1.4426141570304827
2010-05-01,21.0,9.1,1.4426141570304827
2010-06-01,21.0,9.1,1.4426141570304827
2010-07-01,21.0,9.1,1.4426141570304827
2010-08-01,21.0,9.1,1.4426141570304827
2010-09-01,21.0,9.1,1.4426141570304827
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0
2010-12-01,0.8,0.0,0.0276270350271337
2011-01-01,4.6,1.8,0.30075963576017284
2011-02-01,5.8,2.5,0.3973851488830444
2011-03-01,8.6,5.0,0.6911689164143374
2011-04-01,9.4,5.0,0.7187959514414711
2011-05-01,10.1,5.0,0.7429696070902131
2011-06-01,10.1,5.0,0.7429696070902131
2011-07-01,10.1,5.0,0.7429696070902131
2011-08-01,10.1,5.0,0.7429696070902131
2011-09-01,10.1,5.0,0.7429696070902131
2011-10-01,0.0,0.0,0.0
2011-11-01,1.2,1.5,0.1596940395024956
2011-12-01,3.8,2.8,0.3519682587075691
2012-01-01,8.8,6.1,0.784794898943104
2012-02-01,9.6,6.3,0.8281890655651436
2012-03-01,12.7,7.2,1.0061959184723637
2012-04-01,12.7,7.2,1.0061959184723637
2012-05-01,12.7,7.2,1.0061959184723637
2012-06-01,12.7,7.2,1.0061959184723637
2012-07-01,12.7,7.2,1.0061959184723637
2012-08-01,12.7,7.2,1.0061959184723637
2012-09-01,12.7,7.2,1.0061959184723637
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.1,0.0,0.0034533793783917124
