,06L09,06L05,06K25,06L12,06K03,06K50,369,1100,773,basinwide_average
1985-03-01,12.1,10.4,8.6,4.3,7.7,-999.0,8.0,-999.0,-999.0,0.8294539541769254
1985-04-01,16.9,15.2,11.0,5.2,10.7,-999.0,10.7,-999.0,-999.0,1.1157709783454053
1985-05-01,16.9,15.2,11.0,5.2,11.9,-999.0,10.7,-999.0,-999.0,1.1333995197934643
1985-06-01,16.9,15.2,11.0,5.2,11.9,-999.0,10.7,-999.0,-999.0,1.1333995197934643
1985-07-01,16.9,15.2,11.0,5.2,11.9,-999.0,10.7,-999.0,-999.0,1.1333995197934643
1985-08-01,16.9,15.2,11.0,5.2,11.9,-999.0,10.7,-999.0,-999.0,1.1333995197934643
1985-09-01,16.9,15.2,11.0,5.2,11.9,-999.0,10.7,-999.0,-999.0,1.1333995197934643
1985-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1985-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1985-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,3.3,-999.0,-999.0,0.050524934383202096
1986-01-01,0.0,0.0,9.2,0.0,6.3,-999.0,4.7,-999.0,-999.0,0.2991679444475048
1986-02-01,5.6,8.1,9.2,2.6,7.2,-999.0,5.3,-999.0,-999.0,0.6168989788503454
1986-03-01,13.8,12.6,15.2,3.7,10.2,-999.0,8.9,-999.0,-999.0,1.008114532907365
1986-04-01,14.4,14.8,15.2,3.7,12.0,-999.0,8.9,-999.0,-999.0,1.0777686160729878
1986-05-01,14.4,15.4,15.2,3.7,12.0,-999.0,9.3,-999.0,-999.0,1.09395855724017
1986-06-01,14.4,15.4,15.2,3.7,12.0,-999.0,9.3,-999.0,-999.0,1.09395855724017
1986-07-01,14.4,15.4,15.2,3.7,12.0,-999.0,9.3,-999.0,-999.0,1.09395855724017
1986-08-01,14.4,15.4,15.2,3.7,12.0,-999.0,9.3,-999.0,-999.0,1.09395855724017
1986-09-01,14.4,15.4,15.2,3.7,12.0,-999.0,9.3,-999.0,-999.0,1.09395855724017
1986-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1986-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.5,-999.0,-999.0,0.022965879265091863
1986-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,3.8,-999.0,-999.0,0.058180227471566044
1987-01-01,0.0,0.0,7.1,0.0,4.8,-999.0,3.8,-999.0,-999.0,0.23261550874026668
1987-02-01,10.7,9.2,8.2,5.7,7.0,-999.0,5.3,-999.0,-999.0,0.7913075947489671
1987-03-01,12.9,12.2,10.3,5.7,8.4,-999.0,6.7,-999.0,-999.0,0.9374883044076
1987-04-01,16.2,14.6,12.6,8.8,11.2,-999.0,9.0,-999.0,-999.0,1.242381977520686
1987-05-01,16.2,14.6,12.6,8.8,11.2,-999.0,9.0,-999.0,-999.0,1.242381977520686
1987-06-01,16.2,14.6,12.6,8.8,11.2,-999.0,9.0,-999.0,-999.0,1.242381977520686
1987-07-01,16.2,14.6,12.6,8.8,11.2,-999.0,9.0,-999.0,-999.0,1.242381977520686
1987-08-01,16.2,14.6,12.6,8.8,11.2,-999.0,9.0,-999.0,-999.0,1.242381977520686
1987-09-01,16.2,14.6,12.6,8.8,11.2,-999.0,9.0,-999.0,-999.0,1.242381977520686
1987-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1987-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.2,-999.0,-999.0,0.0030621172353455816
1987-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.4,-999.0,-999.0,0.006124234470691163
1988-01-01,0.0,0.0,3.9,0.0,4.2,-999.0,3.2,-999.0,-999.0,0.1677772004616527
1988-02-01,9.1,5.6,6.4,3.3,6.6,-999.0,5.5,-999.0,-999.0,0.5920799956959218
1988-03-01,11.1,7.4,8.8,3.9,8.3,-999.0,7.0,-999.0,-999.0,0.7495731135507318
1988-04-01,13.0,9.3,10.1,3.9,9.3,-999.0,9.2,-999.0,-999.0,0.8688110547091566
1988-05-01,13.0,9.9,10.1,3.9,9.3,-999.0,9.2,-999.0,-999.0,0.8788767614056475
1988-06-01,13.0,9.9,10.1,3.9,9.3,-999.0,9.2,-999.0,-999.0,0.8788767614056475
1988-07-01,13.0,9.9,10.1,3.9,9.3,-999.0,9.2,-999.0,-999.0,0.8788767614056475
1988-08-01,13.0,9.9,10.1,3.9,9.3,-999.0,9.2,-999.0,-999.0,0.8788767614056475
1988-09-01,13.0,9.9,10.1,3.9,9.3,-999.0,9.2,-999.0,-999.0,0.8788767614056475
1988-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1988-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1988-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,2.7,-999.0,-999.0,0.04133858267716536
1989-01-01,0.0,0.0,5.1,0.0,6.6,-999.0,4.0,-999.0,-999.0,0.232846884492358
1989-02-01,5.9,6.1,6.2,3.7,7.4,-999.0,5.1,-999.0,-999.0,0.5850264443839129
1989-03-01,9.4,9.8,8.5,5.5,9.6,-999.0,8.0,-999.0,-999.0,0.8639015104160083
1989-04-01,10.8,12.0,10.9,5.5,11.1,-999.0,8.7,-999.0,-999.0,0.9833990392938267
1989-05-01,10.8,12.0,10.9,5.5,11.1,-999.0,8.7,-999.0,-999.0,0.9833990392938267
1989-06-01,10.8,12.0,10.9,5.5,11.1,-999.0,8.7,-999.0,-999.0,0.9833990392938267
1989-07-01,10.8,12.0,10.9,5.5,11.1,-999.0,8.7,-999.0,-999.0,0.9833990392938267
1989-08-01,10.8,12.0,10.9,5.5,11.1,-999.0,8.7,-999.0,-999.0,0.9833990392938267
1989-09-01,10.8,12.0,10.9,5.5,11.1,-999.0,8.7,-999.0,-999.0,0.9833990392938267
1989-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1989-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1989-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.0,-999.0,-999.0,0.01531058617672791
1990-01-01,0.0,0.0,4.3,0.0,7.0,-999.0,3.9,-999.0,-999.0,0.2254825848952345
1990-02-01,4.2,4.8,6.0,2.1,7.0,-999.0,5.4,-999.0,-999.0,0.4792377707834421
1990-03-01,5.4,6.9,6.9,3.1,7.5,-999.0,6.1,-999.0,-999.0,0.5970038740929214
1990-04-01,7.6,8.6,9.7,3.1,9.0,-999.0,8.4,-999.0,-999.0,0.7468698690349204
1990-05-01,11.5,10.1,9.7,3.1,10.0,-999.0,10.1,-999.0,-999.0,0.85372650200824
1990-06-01,11.5,10.1,9.7,3.1,10.0,-999.0,10.1,-999.0,-999.0,0.85372650200824
1990-07-01,11.5,10.1,9.7,3.1,10.0,-999.0,10.1,-999.0,-999.0,0.85372650200824
1990-08-01,11.5,10.1,9.7,3.1,10.0,-999.0,10.1,-999.0,-999.0,0.85372650200824
1990-09-01,11.5,10.1,9.7,3.1,10.0,-999.0,10.1,-999.0,-999.0,0.85372650200824
1990-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1990-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1990-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,2.1,-999.0,-999.0,0.032152230971128605
1991-01-01,0.0,0.0,5.1,0.0,3.6,-999.0,3.1,-999.0,-999.0,0.17499600331315598
1991-02-01,6.5,6.1,6.5,2.8,4.8,-999.0,4.1,-999.0,-999.0,0.5073916661628043
1991-03-01,7.4,6.6,7.9,2.8,6.6,-999.0,5.1,-999.0,-999.0,0.5874801606437039
1991-04-01,12.3,11.3,12.8,3.6,10.7,-999.0,10.1,-999.0,-999.0,0.9572666634026209
1991-05-01,12.3,12.2,12.8,3.6,11.2,-999.0,11.4,-999.0,-999.0,0.9996142110804613
1991-06-01,12.3,12.2,12.8,3.6,11.2,-999.0,11.4,-999.0,-999.0,0.9996142110804613
1991-07-01,12.3,12.2,12.8,3.6,11.2,-999.0,11.4,-999.0,-999.0,0.9996142110804613
1991-08-01,12.3,12.2,12.8,3.6,11.2,-999.0,11.4,-999.0,-999.0,0.9996142110804613
1991-09-01,12.3,12.2,12.8,3.6,11.2,-999.0,11.4,-999.0,-999.0,0.9996142110804613
1991-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,0.0
1991-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.4,-999.0,3.1,0.041550851154073296
1991-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,5.3,-999.0,9.7,0.1420789777411808
1992-01-01,0.0,0.0,0.0,0.0,5.6,-999.0,5.3,-999.0,11.6,0.22679910505270603
1992-02-01,6.3,5.4,7.2,4.3,7.7,-999.0,5.3,-999.0,12.5,0.6272952077223187
1992-03-01,7.9,7.3,8.4,4.3,7.9,-999.0,6.2,-999.0,14.3,0.7118674589941018
1992-04-01,11.0,9.6,9.2,5.7,7.9,-999.0,8.6,-999.0,19.7,0.901195981686693
1992-05-01,11.0,9.6,9.2,5.7,7.9,-999.0,8.6,-999.0,19.7,0.901195981686693
1992-06-01,11.0,9.6,9.2,5.7,7.9,-999.0,8.6,-999.0,19.7,0.901195981686693
1992-07-01,11.0,9.6,9.2,5.7,7.9,-999.0,8.6,-999.0,19.7,0.901195981686693
1992-08-01,11.0,9.6,9.2,5.7,7.9,-999.0,8.6,-999.0,19.7,0.901195981686693
1992-09-01,11.0,9.6,9.2,5.7,7.9,-999.0,8.6,-999.0,19.7,0.901195981686693
1992-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
1992-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.6,-999.0,0.6,0.012360108859386296
1992-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,2.7,-999.0,3.8,0.06384499390472213
1993-01-01,0.0,0.0,0.0,0.0,4.9,-999.0,4.4,-999.0,6.8,0.17028506581579106
1993-02-01,6.6,6.4,7.2,3.2,6.5,-999.0,6.5,-999.0,11.5,0.6010553923549296
1993-03-01,14.3,10.4,11.2,4.9,11.3,-999.0,9.6,-999.0,17.7,0.9819581323357536
1993-04-01,14.8,10.9,12.6,6.2,14.4,-999.0,13.4,-999.0,20.2,1.1619252283882617
1993-05-01,18.0,13.5,16.5,6.2,17.4,-999.0,16.8,-999.0,21.7,1.3706677160724434
1993-06-01,18.0,13.5,16.5,6.2,17.4,-999.0,16.8,-999.0,21.7,1.3706677160724434
1993-07-01,18.0,13.5,16.5,6.2,17.4,-999.0,16.8,-999.0,21.7,1.3706677160724434
1993-08-01,18.0,13.5,16.5,6.2,17.4,-999.0,16.8,-999.0,21.7,1.3706677160724434
1993-09-01,18.0,13.5,16.5,6.2,17.4,-999.0,16.8,-999.0,21.7,1.3706677160724434
1993-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
1993-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,3.1,0.0231781477419998
1993-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,2.9,-999.0,5.4,0.07843258078434544
1994-01-01,0.0,0.0,0.0,0.0,5.5,-999.0,4.2,-999.0,7.5,0.18044925838838632
1994-02-01,6.2,5.5,5.6,1.8,5.5,-999.0,6.5,-999.0,9.1,0.48747054272703566
1994-03-01,8.6,7.8,7.6,3.4,8.0,-999.0,8.7,-999.0,13.9,0.7165522211283873
1994-04-01,11.3,10.2,9.7,4.3,9.6,-999.0,9.3,-999.0,19.8,0.9037066893149506
1994-05-01,11.3,12.0,10.1,4.3,9.6,-999.0,10.2,-999.0,23.4,0.9733358408798765
1994-06-01,11.3,12.0,10.1,4.3,9.6,-999.0,10.2,-999.0,23.4,0.9733358408798765
1994-07-01,11.3,12.0,10.1,4.3,9.6,-999.0,10.2,-999.0,23.4,0.9733358408798765
1994-08-01,11.3,12.0,10.1,4.3,9.6,-999.0,10.2,-999.0,23.4,0.9733358408798765
1994-09-01,11.3,12.0,10.1,4.3,9.6,-999.0,10.2,-999.0,23.4,0.9733358408798765
1994-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
1994-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.4,-999.0,4.1,0.035904313426278804
1994-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,3.5,-999.0,8.3,0.10798937990392513
1995-01-01,0.0,0.0,0.0,0.0,0.0,-999.0,4.0,-999.0,9.9,0.12651397465756417
1995-02-01,5.5,5.7,5.0,1.7,6.2,-999.0,6.0,-999.0,12.5,0.5008725332801017
1995-03-01,9.9,9.2,9.4,3.0,10.2,-999.0,9.1,-999.0,16.6,0.8108454970842872
1995-04-01,15.1,16.1,14.3,4.8,14.4,-999.0,13.2,-999.0,28.5,1.273729808567176
1995-05-01,19.2,18.6,15.8,5.0,17.1,-999.0,16.6,-999.0,33.4,1.4873058698454564
1995-06-01,19.2,18.6,15.8,5.0,17.1,-999.0,17.1,-999.0,33.4,1.4938675496354825
1995-07-01,19.2,18.6,15.8,5.0,17.1,-999.0,17.1,-999.0,33.4,1.4938675496354825
1995-08-01,19.2,18.6,15.8,5.0,17.1,-999.0,17.1,-999.0,33.4,1.4938675496354825
1995-09-01,19.2,18.6,15.8,5.0,17.1,-999.0,17.1,-999.0,33.4,1.4938675496354825
1995-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.6,0.0044860931113547995
1995-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.1,-999.0,0.6,0.005798429069360049
1995-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,3.1,-999.0,0.6,0.045168507809517526
1996-01-01,0.0,0.0,0.0,0.0,7.2,-999.0,4.8,-999.0,2.3,0.17084988654874758
1996-02-01,13.8,7.0,9.7,1.2,7.2,-999.0,9.7,-999.0,6.5,0.6529795063611259
1996-03-01,17.7,12.0,15.6,2.4,7.2,-999.0,12.8,-999.0,8.7,0.9309481576342641
1996-04-01,19.9,14.5,18.0,2.9,15.4,-999.0,15.2,-999.0,11.0,1.185346984296526
1996-05-01,20.0,15.4,18.0,2.9,18.8,-999.0,15.5,-999.0,11.0,1.24593831283604
1996-06-01,20.0,15.4,18.0,2.9,18.8,-999.0,15.5,-999.0,11.0,1.24593831283604
1996-07-01,20.0,15.4,18.0,2.9,18.8,-999.0,15.5,-999.0,11.0,1.24593831283604
1996-08-01,20.0,15.4,18.0,2.9,18.8,-999.0,15.5,-999.0,11.0,1.24593831283604
1996-09-01,20.0,15.4,18.0,2.9,18.8,-999.0,15.5,-999.0,11.0,1.24593831283604
1996-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
1996-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.4,-999.0,4.9,0.0550091304881377
1996-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,3.4,-999.0,9.0,0.11191081924250049
1997-01-01,0.0,0.0,0.0,0.0,7.6,-999.0,7.5,-999.0,11.3,0.2786110802132281
1997-02-01,15.6,11.6,12.2,4.2,10.5,-999.0,11.6,-999.0,14.7,0.9939932522985439
1997-03-01,17.6,14.4,15.0,4.8,13.0,-999.0,12.3,-999.0,19.7,1.185344131648994
1997-04-01,17.6,14.5,15.0,4.8,13.0,-999.0,12.6,-999.0,19.7,1.1907190976225084
1997-05-01,22.9,17.8,16.4,4.8,15.0,-999.0,13.7,-999.0,22.6,1.364765817787801
1997-06-01,22.9,17.8,16.4,4.8,15.0,-999.0,13.7,-999.0,22.6,1.364765817787801
1997-07-01,22.9,17.8,16.4,4.8,15.0,-999.0,13.7,-999.0,22.6,1.364765817787801
1997-08-01,22.9,17.8,16.4,4.8,15.0,-999.0,13.7,-999.0,22.6,1.364765817787801
1997-09-01,22.9,17.8,16.4,4.8,15.0,-999.0,13.7,-999.0,22.6,1.364765817787801
1997-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
1997-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.2,-999.0,2.9,0.03743081486761119
1997-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,3.5,-999.0,9.6,0.11770924831186054
1998-01-01,0.0,0.0,0.0,0.0,4.9,-999.0,3.7,-999.0,11.2,0.1939967302596895
1998-02-01,8.8,7.0,6.5,4.2,7.5,-999.0,5.5,-999.0,12.5,0.6608233762374826
1998-03-01,10.4,7.8,9.1,4.4,7.5,-999.0,6.7,-999.0,14.3,0.7551939571757621
1998-04-01,11.7,9.9,9.4,5.1,9.2,-999.0,9.1,-999.0,21.0,0.9270743303408515
1998-05-01,15.7,13.4,10.6,5.1,11.1,-999.0,11.9,-999.0,21.0,1.0891487174815238
1998-06-01,15.7,13.4,10.6,5.1,11.1,-999.0,11.9,-999.0,21.0,1.0891487174815238
1998-07-01,15.7,13.4,10.6,5.1,11.1,-999.0,11.9,-999.0,21.0,1.0891487174815238
1998-08-01,15.7,13.4,10.6,5.1,11.1,-999.0,11.9,-999.0,21.0,1.0891487174815238
1998-09-01,15.7,13.4,10.6,5.1,11.1,-999.0,11.9,-999.0,21.0,1.0891487174815238
1998-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
1998-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.1,-999.0,4.2,0.032714987737488856
1998-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.2,-999.0,7.4,0.0710765132027722
1999-01-01,0.0,0.0,0.0,0.0,2.2,-999.0,1.2,-999.0,9.0,0.11074142187047734
1999-02-01,8.1,6.5,6.8,2.4,5.8,-999.0,4.6,-999.0,10.8,0.5454681159448701
1999-03-01,9.6,8.5,9.9,3.0,7.7,-999.0,6.5,-999.0,11.6,0.7013667352273807
1999-04-01,10.7,10.0,10.4,3.0,8.4,-999.0,6.6,-999.0,13.6,0.7641950439616628
1999-05-01,12.3,12.3,11.6,3.0,10.0,-999.0,8.8,-999.0,18.2,0.9101431377198903
1999-06-01,12.3,12.3,11.6,3.0,10.0,-999.0,8.8,-999.0,18.2,0.9101431377198903
1999-07-01,12.3,12.3,11.6,3.0,10.0,-999.0,8.8,-999.0,18.2,0.9101431377198903
1999-08-01,12.3,12.3,11.6,3.0,10.0,-999.0,8.8,-999.0,18.2,0.9101431377198903
1999-09-01,12.3,12.3,11.6,3.0,10.0,-999.0,8.8,-999.0,18.2,0.9101431377198903
1999-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
1999-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.6,-999.0,1.3,0.017593884155966896
1999-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.0,-999.0,1.9,0.027329321099342694
2000-01-01,0.0,0.0,0.0,0.0,2.5,-999.0,2.2,-999.0,3.5,0.08651980585912343
2000-02-01,4.8,4.2,5.4,2.4,2.5,-999.0,4.9,-999.0,5.6,0.38861814364772584
2000-03-01,7.6,6.3,8.0,2.4,6.9,-999.0,6.8,-999.0,7.2,0.5689503710478906
2000-04-01,11.6,9.3,11.2,3.4,9.1,-999.0,9.4,-999.0,13.0,0.8266104833218791
2000-05-01,12.6,10.5,11.6,3.4,10.0,-999.0,9.4,-999.0,13.0,0.8692221946063423
2000-06-01,12.6,10.5,11.6,3.4,10.0,-999.0,9.4,-999.0,13.0,0.8692221946063423
2000-07-01,12.6,10.5,11.6,3.4,10.0,-999.0,9.4,-999.0,13.0,0.8692221946063423
2000-08-01,12.6,10.5,11.6,3.4,10.0,-999.0,9.4,-999.0,13.0,0.8692221946063423
2000-09-01,12.6,10.5,11.6,3.4,10.0,-999.0,9.4,-999.0,13.0,0.8692221946063423
2000-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
2000-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.0,-999.0,2.2,0.0295723676550201
2000-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.9,-999.0,4.0,0.05484167061113173
2001-01-01,0.0,0.0,0.0,0.0,4.3,-999.0,3.9,-999.0,5.1,0.14345769968490102
2001-02-01,0.0,5.5,0.0,0.0,5.7,-999.0,4.6,-999.0,7.7,0.26880002512729645
2001-03-01,0.0,7.7,0.0,0.0,7.2,-999.0,6.5,-999.0,12.6,0.3808936365744951
2001-04-01,0.0,9.8,0.0,0.0,9.7,-999.0,9.7,-999.0,17.9,0.5241922014372082
2001-05-01,0.0,12.2,0.0,0.0,9.7,-999.0,9.7,-999.0,20.4,0.5773952504558223
2001-06-01,0.0,12.2,0.0,0.0,9.7,-999.0,9.7,-999.0,20.4,0.5773952504558223
2001-07-01,0.0,12.2,0.0,0.0,9.7,-999.0,9.7,-999.0,20.4,0.5773952504558223
2001-08-01,0.0,12.2,0.0,0.0,9.7,-999.0,9.7,-999.0,20.4,0.5773952504558223
2001-09-01,0.0,12.2,0.0,0.0,9.7,-999.0,9.7,-999.0,20.4,0.5773952504558223
2001-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
2001-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.1,-999.0,0.2,0.002807700328456849
2001-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.9,-999.0,2.5,0.04362643783274473
2002-01-01,0.0,0.0,0.0,0.0,1.4,-999.0,2.4,-999.0,3.5,0.07529348092308775
2002-02-01,0.0,3.1,0.0,0.0,3.5,-999.0,3.1,-999.0,5.6,0.17120067177541448
2002-03-01,0.0,4.2,0.0,0.0,4.8,-999.0,4.8,-999.0,6.9,0.23541715047997958
2002-04-01,0.0,6.0,0.0,0.0,7.4,-999.0,5.7,-999.0,8.3,0.3163176903182739
2002-05-01,0.0,6.0,0.0,0.0,7.4,-999.0,5.7,-999.0,8.3,0.3163176903182739
2002-06-01,0.0,6.0,0.0,0.0,7.4,-999.0,5.7,-999.0,8.3,0.3163176903182739
2002-07-01,0.0,6.0,0.0,0.0,7.4,-999.0,5.7,-999.0,8.3,0.3163176903182739
2002-08-01,0.0,6.0,0.0,0.0,7.4,-999.0,5.7,-999.0,8.3,0.3163176903182739
2002-09-01,0.0,6.0,0.0,0.0,7.4,-999.0,5.7,-999.0,8.3,0.3163176903182739
2002-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.2,0.0014953643704516003
2002-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.3,-999.0,2.5,0.03575242208471324
2002-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,3.7,-999.0,4.2,0.07995908222567782
2003-01-01,0.0,0.0,0.0,0.0,0.0,-999.0,4.1,-999.0,5.2,0.09268524790995682
2003-02-01,0.0,4.6,0.0,0.0,5.1,-999.0,4.8,-999.0,6.2,0.23971275217740637
2003-03-01,0.0,6.3,0.0,0.0,7.3,-999.0,7.0,-999.0,12.1,0.3648446735774145
2003-04-01,0.0,10.1,0.0,0.0,9.6,-999.0,9.3,-999.0,17.6,0.5197545038160019
2003-05-01,0.0,12.1,0.0,0.0,9.6,-999.0,9.3,-999.0,18.1,0.5522520767321051
2003-06-01,0.0,12.1,0.0,0.0,9.6,-999.0,9.3,-999.0,18.1,0.5522520767321051
2003-07-01,0.0,12.1,0.0,0.0,9.6,-999.0,9.3,-999.0,18.1,0.5522520767321051
2003-08-01,0.0,12.1,0.0,0.0,9.6,-999.0,9.3,-999.0,18.1,0.5522520767321051
2003-09-01,0.0,12.1,0.0,0.0,9.6,-999.0,9.3,-999.0,18.1,0.5522520767321051
2003-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,2.0,-999.0,4.1,0.05690168875436279
2004-01-01,0.0,0.0,0.0,0.0,4.1,-999.0,3.2,-999.0,6.2,0.13997748895233966
2004-02-01,6.9,4.6,5.8,0.0,4.8,-999.0,3.8,-999.0,10.0,0.38612573360343855
2004-03-01,6.9,7.9,5.8,0.0,5.7,-999.0,5.1,-999.0,13.9,0.4911309573528082
2004-04-01,8.9,7.9,6.6,0.0,7.0,-999.0,5.1,-999.0,16.1,0.5519964859487122
2004-05-01,8.9,12.4,6.6,0.0,7.0,-999.0,5.1,-999.0,22.5,0.6645562602806054
2004-06-01,8.9,12.4,6.6,0.0,7.0,-999.0,5.1,-999.0,22.5,0.6645562602806054
2004-07-01,8.9,12.4,6.6,0.0,7.0,-999.0,5.1,-999.0,22.5,0.6645562602806054
2004-08-01,8.9,12.4,6.6,0.0,7.0,-999.0,5.1,-999.0,22.5,0.6645562602806054
2004-09-01,8.9,12.4,6.6,0.0,7.0,-999.0,5.1,-999.0,22.5,0.6645562602806054
2004-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,3.1,0.0231781477419998
2004-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,1.6,-999.0,7.2,0.0748304926643416
2005-01-01,0.0,0.0,0.0,0.0,3.2,-999.0,3.3,-999.0,10.7,0.16360288945746815
2005-02-01,9.7,8.4,5.3,0.0,6.2,-999.0,5.9,-999.0,17.6,0.5617213987652733
2005-03-01,12.6,10.4,7.8,0.0,7.4,-999.0,6.9,-999.0,21.2,0.7031104239351972
2005-04-01,15.0,11.4,9.4,0.0,9.2,-999.0,8.8,-999.0,24.4,0.8307013959354801
2005-05-01,15.0,11.4,9.4,0.0,9.2,-999.0,8.8,-999.0,27.2,0.8516364971218024
2005-06-01,15.0,11.4,9.4,0.0,9.2,-999.0,8.8,-999.0,27.2,0.8516364971218024
2005-07-01,15.0,11.4,9.4,0.0,9.2,-999.0,8.8,-999.0,27.2,0.8516364971218024
2005-08-01,15.0,11.4,9.4,0.0,9.2,-999.0,8.8,-999.0,27.2,0.8516364971218024
2005-09-01,15.0,11.4,9.4,0.0,9.2,-999.0,8.8,-999.0,27.2,0.8516364971218024
2005-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.1,-999.0,1.9,0.015518297477295452
2005-12-01,0.0,0.0,0.0,0.0,0.0,-999.0,2.8,-999.0,3.0,0.05917587238092098
2006-01-01,0.0,0.0,0.0,0.0,7.4,-999.0,7.0,-999.0,4.2,0.2164456022081617
2006-02-01,8.4,6.8,10.3,0.0,10.3,-999.0,9.8,-999.0,6.7,0.6110464658409526
2006-03-01,9.9,8.7,12.1,0.0,11.3,-999.0,11.1,-999.0,7.9,0.7130823796332282
2006-04-01,12.4,8.7,12.1,0.0,13.5,-999.0,12.9,-999.0,13.3,0.8272944006302778
2006-05-01,12.4,8.7,12.1,0.0,13.5,-999.0,12.9,-999.0,13.3,0.8272944006302778
2006-06-01,12.4,8.7,12.1,0.0,13.5,-999.0,12.9,-999.0,13.3,0.8272944006302778
2006-07-01,12.4,8.7,12.1,0.0,13.5,-999.0,12.9,-999.0,13.3,0.8272944006302778
2006-08-01,12.4,8.7,12.1,0.0,13.5,-999.0,12.9,-999.0,13.3,0.8272944006302778
2006-09-01,12.4,8.7,12.1,0.0,13.5,-999.0,12.9,-999.0,13.3,0.8272944006302778
2006-10-01,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0
