,06M03,840,843,874,basinwide_average
2012-04-01,22.0,21.2,12.7,25.7,0.7334716067788442
2012-05-01,22.0,21.2,12.7,25.7,0.7334716067788442
2012-06-01,22.0,21.2,12.7,25.7,0.7334716067788442
2012-07-01,22.0,21.2,12.7,25.7,0.7334716067788442
2012-08-01,22.0,21.2,12.7,25.7,0.7334716067788442
2012-09-01,22.0,21.2,12.7,25.7,0.7334716067788442
2012-10-01,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,3.4,1.8,2.6,0.07334780451772875
2013-01-01,0.0,10.8,5.4,8.5,0.2301277097871018
2013-02-01,18.7,18.5,10.4,15.7,0.5742345108516403
2013-03-01,23.4,22.9,12.6,19.4,0.7085751680010772
2013-04-01,24.7,24.0,12.7,21.3,0.7439982025642792
2013-05-01,24.7,24.0,12.7,21.3,0.7439982025642792
2013-06-01,24.7,24.0,12.7,21.3,0.7439982025642792
2013-07-01,24.7,24.0,12.7,21.3,0.7439982025642792
2013-08-01,24.7,24.0,12.7,21.3,0.7439982025642792
2013-09-01,24.7,24.0,12.7,21.3,0.7439982025642792
2013-10-01,0.0,0.0,0.0,0.5,0.003835028050490883
2013-11-01,0.0,0.5,0.9,2.9,0.03951547809397858
2013-12-01,0.0,6.9,5.4,10.1,0.21175062928768862
2014-01-01,0.0,11.2,7.8,14.3,0.3133386987441248
2014-02-01,12.8,14.4,9.2,17.0,0.48552932996046577
2014-03-01,19.1,18.8,11.1,19.5,0.6194154957431343
2014-04-01,21.9,23.3,13.8,23.8,0.7508851044328658
2014-05-01,21.9,23.3,13.8,23.8,0.7508851044328658
2014-06-01,21.9,23.3,13.8,23.8,0.7508851044328658
2014-07-01,21.9,23.3,13.8,23.8,0.7508851044328658
2014-08-01,21.9,23.3,13.8,23.8,0.7508851044328658
2014-09-01,21.9,23.3,13.8,23.8,0.7508851044328658
2014-10-01,0.0,0.0,0.0,0.3,0.0023010168302945297
2014-11-01,0.0,0.1,0.0,0.3,0.003086892990832581
2014-12-01,0.0,2.7,1.2,3.9,0.06892245459294453
2015-01-01,0.0,6.9,4.8,7.5,0.18291319369284187
2015-02-01,10.0,10.3,7.3,10.3,0.3506554775802556
2015-03-01,14.5,15.5,10.3,15.8,0.5152999787029202
2015-04-01,14.5,15.5,10.3,17.5,0.5283390740745892
2015-05-01,14.5,15.5,10.3,17.5,0.5283390740745892
2015-06-01,14.5,15.5,10.3,17.5,0.5283390740745892
2015-07-01,14.5,15.5,10.3,17.5,0.5283390740745892
2015-08-01,14.5,15.5,10.3,17.5,0.5283390740745892
2015-09-01,14.5,15.5,10.3,17.5,0.5283390740745892
2015-10-01,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.1,1.9,0.016055654880581045
2015-12-01,0.0,6.7,3.1,8.7,0.16534218778477716
2016-01-01,0.0,17.3,8.1,18.0,0.3941039969767255
2016-02-01,22.0,23.2,11.0,22.9,0.7025096519986895
2016-03-01,24.2,24.9,11.4,24.6,0.7529850138826335
2016-04-01,24.2,26.7,11.4,26.5,0.7817038913641838
2016-05-01,24.2,26.7,11.4,28.7,0.7985780147863437
2016-06-01,24.2,26.7,11.4,28.7,0.7985780147863437
2016-07-01,24.2,26.7,11.4,28.7,0.7985780147863437
2016-08-01,24.2,26.7,11.4,28.7,0.7985780147863437
2016-09-01,24.2,26.7,11.4,28.7,0.7985780147863437
2016-10-01,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,4.5,2.8,5.6,0.11982809347374951
2017-01-01,0.0,14.5,7.9,15.0,0.3461241996012834
2017-02-01,31.9,31.8,15.6,30.7,0.9797764645007355
2017-03-01,34.2,38.2,19.2,36.8,1.1492026243144746
2017-04-01,36.4,38.2,19.2,39.5,1.1880579544153906
2017-05-01,36.4,38.2,19.2,39.5,1.1880579544153906
2017-06-01,36.4,38.2,19.2,39.5,1.1880579544153906
2017-07-01,36.4,38.2,19.2,39.5,1.1880579544153906
2017-08-01,36.4,38.2,19.2,39.5,1.1880579544153906
2017-09-01,36.4,38.2,19.2,39.5,1.1880579544153906
2017-10-01,0.0,0.0,0.0,1.2,0.009204067321178119
2017-11-01,0.0,0.4,0.2,1.2,0.015312668540761703
2017-12-01,0.0,2.1,0.2,4.3,0.05244973718295205
2018-01-01,0.0,2.7,0.7,5.3,0.07224779169074057
2018-02-01,4.5,5.5,2.3,8.4,0.178867454276116
2018-03-01,13.2,13.5,6.0,18.8,0.4481203054636276
2018-04-01,14.0,15.3,6.3,22.5,0.5016915392033704
2018-05-01,14.0,15.3,6.3,22.5,0.5016915392033704
2018-06-01,14.0,15.3,6.3,22.5,0.5016915392033704
2018-07-01,14.0,15.3,6.3,22.5,0.5016915392033704
2018-08-01,14.0,15.3,6.3,22.5,0.5016915392033704
2018-09-01,14.0,15.3,6.3,22.5,0.5016915392033704
2018-10-01,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,1.6,0.2,5.9,0.060792446141832615
2018-12-01,0.0,3.7,1.0,7.6,0.1021953271945262
2019-01-01,0.0,6.3,2.9,10.0,0.1692046594964699
2019-02-01,14.8,13.7,7.8,16.9,0.47500204121027734
2019-03-01,27.6,26.2,16.5,30.5,0.9121087919336036
2019-04-01,42.4,40.5,24.8,46.4,1.391568775449706
2019-05-01,42.4,40.5,24.8,46.4,1.391568775449706
2019-06-01,42.4,40.5,24.8,46.4,1.391568775449706
2019-07-01,42.4,40.5,24.8,46.4,1.391568775449706
2019-08-01,42.4,40.5,24.8,46.4,1.391568775449706
2019-09-01,42.4,40.5,24.8,46.4,1.391568775449706
2019-10-01,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.7,0.4,2.0,0.02677143848059265
2019-12-01,0.0,6.6,5.9,7.3,0.19532958516690394
2020-01-01,0.0,15.5,11.9,15.7,0.4186539320259787
2020-02-01,20.3,18.4,13.2,18.7,0.6511673758986435
2020-03-01,22.6,20.3,14.4,21.5,0.7243367644257538
2020-04-01,22.6,26.6,19.2,28.0,0.8948646450543856
2020-05-01,22.6,26.6,19.2,28.0,0.8948646450543856
2020-06-01,22.6,26.6,19.2,28.0,0.8948646450543856
2020-07-01,22.6,26.6,19.2,28.0,0.8948646450543856
2020-08-01,22.6,26.6,19.2,28.0,0.8948646450543856
2020-09-01,22.6,26.6,19.2,28.0,0.8948646450543856
2020-10-01,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,2.4,0.0,2.9,0.041104190545760345
2020-12-01,0.0,8.4,3.6,10.9,0.2029889473796624
2021-01-01,0.0,12.9,6.1,15.7,0.3122333511064794
2021-02-01,16.8,18.1,9.5,21.4,0.585795691662232
2021-03-01,21.0,23.1,12.0,25.8,0.7305441584053077
2021-04-01,25.4,30.0,14.4,31.7,0.9018964606639329
2021-05-01,25.4,30.0,14.4,31.7,0.9018964606639329
2021-06-01,-999.0,30.0,14.4,31.7,0.9231874401834622
2021-07-01,-999.0,30.0,14.4,31.7,0.9231874401834622
2021-08-01,-999.0,30.0,14.4,31.7,0.9231874401834622
2021-09-01,-999.0,30.0,14.4,31.7,0.9231874401834622
