,06K42,06K04,06K49,06K06,1101,542,547,556,658,669,737,basinwide_average
2015-01-01,0.0,0.0,0.0,0.0,7.2,8.8,8.2,4.7,4.5,5.8,12.0,0.2847829019120551
2015-02-01,13.3,7.8,10.2,4.5,7.9,10.3,9.4,5.5,4.9,7.0,14.3,0.5439221724985764
2015-03-01,15.5,10.9,12.5,4.8,10.3,13.1,11.6,7.2,6.5,9.3,18.8,0.6830291339010305
2015-04-01,17.8,12.0,14.3,4.8,10.8,15.1,13.3,8.1,6.5,9.3,20.9,0.7441767454183748
2015-05-01,19.3,12.0,15.0,4.8,10.8,15.1,14.1,8.1,6.5,9.3,20.9,0.7588176446970053
2015-06-01,19.3,12.0,15.0,4.8,10.8,15.1,14.1,8.1,6.5,9.3,20.9,0.7588176446970053
2015-07-01,19.3,12.0,15.0,4.8,10.8,15.1,14.1,8.1,6.5,9.3,20.9,0.7588176446970053
2015-08-01,19.3,12.0,15.0,4.8,10.8,15.1,14.1,8.1,6.5,9.3,20.9,0.7588176446970053
2015-09-01,19.3,12.0,15.0,4.8,10.8,15.1,14.1,8.1,6.5,9.3,20.9,0.7588176446970053
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,0.0,1.2,1.5,1.0,0.4,0.0,0.1,1.6,0.028964465540908448
2015-12-01,0.0,0.0,0.0,0.0,4.2,4.4,3.8,3.0,2.1,2.4,5.9,0.14496375687882676
2016-01-01,0.0,0.0,0.0,0.0,7.0,6.9,7.1,5.4,4.0,6.2,12.9,0.27134976184483733
2016-02-01,12.4,7.9,9.9,4.1,10.0,10.7,11.3,8.6,6.5,10.2,18.5,0.6278392274516649
2016-03-01,15.7,9.8,13.0,5.5,11.3,12.2,13.7,10.4,7.3,11.6,21.1,0.7546962593071812
2016-04-01,19.9,13.1,16.5,5.6,14.2,15.0,18.1,13.1,8.4,13.2,25.3,0.9200963840511033
2016-05-01,21.2,13.8,17.6,5.6,14.7,17.0,20.4,13.1,8.4,13.2,27.2,0.96693090209423
2016-06-01,21.2,13.8,17.6,5.6,14.7,17.0,20.4,13.1,8.4,13.2,27.2,0.96693090209423
2016-07-01,21.2,13.8,17.6,5.6,14.7,17.0,20.4,13.1,8.4,13.2,27.2,0.96693090209423
2016-08-01,21.2,13.8,17.6,5.6,14.7,17.0,20.4,13.1,8.4,13.2,27.2,0.96693090209423
2016-09-01,21.2,13.8,17.6,5.6,14.7,17.0,20.4,13.1,8.4,13.2,27.2,0.96693090209423
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0005469634100339494
2016-12-01,0.0,0.0,0.0,0.0,1.9,2.4,2.8,1.2,1.4,2.9,5.0,0.09298619007411171
2017-01-01,0.0,0.0,0.0,0.0,7.5,7.2,8.5,5.6,5.6,8.4,15.3,0.3204575985581836
2017-02-01,18.0,12.1,11.8,8.4,13.4,13.4,15.0,10.9,9.9,16.9,33.6,0.9299366493475169
2017-03-01,20.3,13.4,13.0,8.6,15.9,15.4,17.4,13.2,12.0,21.6,44.6,1.0891267634759478
2017-04-01,20.3,13.6,15.5,8.6,15.9,16.7,20.6,13.2,12.0,21.6,49.4,1.140492782284024
2017-05-01,24.4,13.9,15.5,8.6,15.9,16.9,21.6,13.2,12.0,21.6,49.4,1.1663530561832425
2017-06-01,24.4,13.9,15.5,8.6,15.9,16.9,21.6,13.2,12.0,21.6,49.4,1.1663530561832425
2017-07-01,24.4,13.9,15.5,8.6,15.9,16.9,21.6,13.2,12.0,21.6,49.4,1.1663530561832425
2017-08-01,24.4,13.9,15.5,8.6,15.9,16.9,21.6,13.2,12.0,21.6,49.4,1.1663530561832425
2017-09-01,24.4,13.9,15.5,8.6,15.9,16.9,21.6,13.2,12.0,21.6,49.4,1.1663530561832425
2017-10-01,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.0,0.0,0.0,0.4,0.009580491317473936
2017-11-01,0.0,0.0,0.0,0.0,0.8,0.8,2.1,0.6,0.0,0.1,1.0,0.028601353414389217
2017-12-01,0.0,0.0,0.0,0.0,2.3,2.3,3.5,1.0,0.9,1.2,6.3,0.08605024427698794
2018-01-01,0.0,0.0,0.0,0.0,4.3,4.0,5.9,3.0,2.6,2.4,8.8,0.16758850486982763
2018-02-01,10.0,4.5,6.8,2.6,6.0,6.3,8.9,4.9,4.2,4.9,12.6,0.40257682021681257
2018-03-01,13.7,7.3,10.1,4.3,9.0,8.8,11.8,7.2,6.3,9.8,20.4,0.6099036306248646
2018-04-01,15.8,8.7,11.5,4.3,10.5,10.5,13.4,8.7,6.3,11.1,25.7,0.6933124953563021
2018-05-01,21.1,8.7,14.0,4.3,10.5,10.5,15.7,8.7,6.3,11.1,25.7,0.7423072989922517
2018-06-01,21.1,8.7,14.0,4.3,10.5,10.5,15.7,8.7,6.3,11.1,25.7,0.7423072989922517
2018-07-01,21.1,8.7,14.0,4.3,10.5,10.5,15.7,8.7,6.3,11.1,25.7,0.7423072989922517
2018-08-01,21.1,8.7,14.0,4.3,10.5,10.5,15.7,8.7,6.3,11.1,25.7,0.7423072989922517
2018-09-01,21.1,8.7,14.0,4.3,10.5,10.5,15.7,8.7,6.3,11.1,25.7,0.7423072989922517
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0,0.0,1.6,0.8,2.1,0.6,0.5,0.5,3.2,0.04674600583634944
2018-12-01,0.0,0.0,0.0,0.0,5.2,4.6,6.4,3.9,3.1,3.3,8.9,0.19667007622560967
2019-01-01,0.0,0.0,0.0,0.0,7.0,7.0,8.6,5.8,4.6,5.7,12.4,0.2857214434029027
2019-02-01,16.8,9.3,11.4,5.3,9.9,10.3,12.5,8.3,6.5,9.9,19.4,0.6813589034022012
2019-03-01,18.2,12.7,15.0,6.3,12.5,13.7,15.6,11.0,8.5,15.2,28.3,0.8840860098626436
2019-04-01,29.9,18.0,21.0,6.3,19.3,20.7,23.1,17.0,12.2,22.6,47.1,1.2904515809768913
2019-05-01,29.9,18.0,21.7,6.3,19.3,20.7,23.8,17.0,12.2,22.6,47.2,1.298320242701063
2019-06-01,29.9,18.0,21.7,6.3,19.3,20.7,23.8,17.0,12.2,22.6,47.2,1.298320242701063
2019-07-01,29.9,18.0,21.7,6.3,19.3,20.7,23.8,17.0,12.2,22.6,47.2,1.298320242701063
2019-08-01,29.9,18.0,21.7,6.3,19.3,20.7,23.8,17.0,12.2,22.6,47.2,1.298320242701063
2019-09-01,29.9,18.0,21.7,6.3,19.3,20.7,23.8,17.0,12.2,22.6,47.2,1.298320242701063
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0,2.6,2.2,2.4,1.8,1.7,2.1,3.2,0.09313610729815126
2019-12-01,0.0,0.0,0.0,0.0,4.6,4.3,4.8,3.6,3.4,4.5,5.9,0.18227026526905787
2020-01-01,0.0,0.0,0.0,0.0,7.0,7.2,7.7,6.0,5.5,8.3,12.4,0.3070537680977162
2020-02-01,0.0,9.2,10.8,5.1,9.3,10.1,10.8,8.0,7.3,11.1,17.1,0.5949953064936262
2020-03-01,0.0,12.6,15.0,6.9,12.9,14.6,15.6,11.5,9.9,14.7,23.1,0.8241188163671368
2020-04-01,0.0,15.0,18.8,6.9,15.6,17.3,18.4,13.4,11.8,18.0,29.4,0.9731973718440589
2020-05-01,0.0,15.0,18.8,6.9,15.6,17.3,20.1,13.4,11.8,18.0,29.4,0.982495749814636
2020-06-01,0.0,15.0,18.8,6.9,15.6,17.3,20.1,13.4,11.8,18.0,29.4,0.982495749814636
2020-07-01,0.0,15.0,18.8,6.9,15.6,17.3,20.1,13.4,11.8,18.0,29.4,0.982495749814636
2020-08-01,0.0,15.0,18.8,6.9,15.6,17.3,20.1,13.4,11.8,18.0,29.4,0.982495749814636
2020-09-01,0.0,15.0,18.8,6.9,15.6,17.3,20.1,13.4,11.8,18.0,29.4,0.982495749814636
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.8,0.9,0.7,0.7,0.3,0.7,0.4,0.027197786469307393
2020-12-01,0.0,0.0,0.0,0.0,2.9,3.2,3.2,2.3,1.9,2.3,4.5,0.1152615924638432
2021-01-01,0.0,0.0,0.0,0.0,5.1,5.7,5.6,3.9,3.5,5.5,9.1,0.21432206264996412
2021-02-01,0.0,5.3,7.0,2.1,5.8,7.1,7.0,4.7,4.2,7.4,12.7,0.36248017074264843
2021-03-01,13.9,8.6,11.0,4.8,10.0,10.3,11.4,8.5,7.5,11.8,19.4,0.6730363324725261
2021-04-01,18.7,11.1,14.1,5.6,13.2,14.5,15.3,11.2,9.1,15.8,26.1,0.875948292854762
2021-05-01,-999.0,11.1,-999.0,5.6,13.2,14.5,15.6,11.2,9.1,15.8,26.1,0.8806599720056213
2021-06-01,-999.0,-999.0,-999.0,-999.0,13.2,14.5,15.6,11.2,9.1,15.8,26.1,0.9162054845907
2021-07-01,-999.0,-999.0,-999.0,-999.0,13.2,14.5,15.6,11.2,9.1,15.8,26.1,0.9162054845907
2021-08-01,-999.0,-999.0,-999.0,-999.0,13.2,14.5,-999.0,-999.0,9.1,15.8,26.1,0.9066959533645012
2021-09-01,-999.0,-999.0,-999.0,-999.0,13.2,14.5,-999.0,-999.0,9.1,15.8,26.1,0.9066959533645012
