,06K42,06K04,06K49,06K06,1101,542,547,556,658,669,737,basinwide_average
1960-08-01,-999.0,19.9,-999.0,3.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8328234330819123
1960-09-01,-999.0,19.9,-999.0,3.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8328234330819123
1960-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1960-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-02-01,-999.0,4.3,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.12462493180578285
1961-03-01,-999.0,6.8,-999.0,2.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3522757370229779
1961-04-01,-999.0,10.9,-999.0,2.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5331819401791412
1961-05-01,-999.0,18.7,-999.0,2.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7592457699663753
1961-06-01,-999.0,18.7,-999.0,2.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7592457699663753
1961-07-01,-999.0,18.7,-999.0,2.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7592457699663753
1961-08-01,-999.0,18.7,-999.0,2.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7592457699663753
1961-09-01,-999.0,18.7,-999.0,2.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7592457699663753
1961-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1961-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-02-01,-999.0,17.1,-999.0,4.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8680681518338704
1962-03-01,-999.0,24.4,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2425948824728636
1962-04-01,-999.0,26.5,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3034582212617343
1962-05-01,-999.0,26.5,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3034582212617343
1962-06-01,-999.0,26.5,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3034582212617343
1962-07-01,-999.0,26.5,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3034582212617343
1962-08-01,-999.0,26.5,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3034582212617343
1962-09-01,-999.0,26.5,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.3034582212617343
1962-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1962-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-02-01,-999.0,5.8,-999.0,1.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.3155334722667553
1963-03-01,-999.0,10.2,-999.0,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5284136055344668
1963-04-01,-999.0,11.6,-999.0,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5689891647270473
1963-05-01,-999.0,11.6,-999.0,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5689891647270473
1963-06-01,-999.0,11.6,-999.0,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5689891647270473
1963-07-01,-999.0,11.6,-999.0,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5689891647270473
1963-08-01,-999.0,11.6,-999.0,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5689891647270473
1963-09-01,-999.0,11.6,-999.0,3.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5689891647270473
1963-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1963-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-02-01,-999.0,6.0,-999.0,1.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.31357025824703033
1964-03-01,-999.0,8.9,-999.0,2.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4674571331425041
1964-04-01,-999.0,13.6,-999.0,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7588695313766113
1964-05-01,-999.0,18.3,-999.0,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8950874800945601
1964-06-01,-999.0,18.3,-999.0,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8950874800945601
1964-07-01,-999.0,18.3,-999.0,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8950874800945601
1964-08-01,-999.0,18.3,-999.0,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8950874800945601
1964-09-01,-999.0,18.3,-999.0,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8950874800945601
1964-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1964-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-02-01,-999.0,12.0,-999.0,5.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7590557985827955
1965-03-01,-999.0,16.2,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0049380357734636
1965-04-01,-999.0,25.6,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.603282277193294
1965-05-01,-999.0,25.6,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.603282277193294
1965-06-01,-999.0,25.6,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.603282277193294
1965-07-01,-999.0,25.6,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.603282277193294
1965-08-01,-999.0,25.6,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.603282277193294
1965-09-01,-999.0,25.6,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.603282277193294
1965-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1965-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-02-01,-999.0,8.3,-999.0,3.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5199051100565266
1966-03-01,-999.0,11.3,-999.0,3.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6223721818493864
1966-04-01,-999.0,11.5,-999.0,3.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6281686903054693
1966-05-01,-999.0,11.5,-999.0,3.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6281686903054693
1966-06-01,-999.0,11.5,-999.0,3.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6281686903054693
1966-07-01,-999.0,11.5,-999.0,3.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6281686903054693
1966-08-01,-999.0,11.5,-999.0,3.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6281686903054693
1966-09-01,-999.0,11.5,-999.0,3.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6281686903054693
1966-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1966-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-02-01,-999.0,10.0,-999.0,4.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6545323791671187
1967-03-01,-999.0,15.1,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.027375296595663
1967-04-01,-999.0,15.3,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.033171805051746
1967-05-01,-999.0,17.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0824421269284508
1967-06-01,-999.0,17.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0824421269284508
1967-07-01,-999.0,17.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0824421269284508
1967-08-01,-999.0,17.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0824421269284508
1967-09-01,-999.0,17.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0824421269284508
1967-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1967-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-02-01,-999.0,13.6,-999.0,3.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6502334167153003
1968-03-01,-999.0,13.9,-999.0,6.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8762004087220466
1968-04-01,-999.0,15.7,-999.0,6.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9361287073026008
1968-05-01,-999.0,18.4,-999.0,6.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0143815714597204
1968-06-01,-999.0,18.4,-999.0,6.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0143815714597204
1968-07-01,-999.0,18.4,-999.0,6.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0143815714597204
1968-08-01,-999.0,18.4,-999.0,6.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0143815714597204
1968-09-01,-999.0,18.4,-999.0,6.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0143815714597204
1968-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1968-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-02-01,-999.0,11.8,-999.0,6.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8386162373605996
1969-03-01,-999.0,14.2,-999.0,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0245701759707138
1969-04-01,-999.0,14.2,-999.0,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0245701759707138
1969-05-01,-999.0,14.2,-999.0,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0245701759707138
1969-06-01,-999.0,14.2,-999.0,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0245701759707138
1969-07-01,-999.0,14.2,-999.0,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0245701759707138
1969-08-01,-999.0,14.2,-999.0,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0245701759707138
1969-09-01,-999.0,14.2,-999.0,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0245701759707138
1969-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1969-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-02-01,-999.0,12.2,-999.0,5.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7881314744663022
1970-03-01,-999.0,15.4,-999.0,6.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9507131120459003
1970-04-01,-999.0,23.2,-999.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2931727789702532
1970-05-01,-999.0,23.2,-999.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2931727789702532
1970-06-01,-999.0,23.2,-999.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2931727789702532
1970-07-01,-999.0,23.2,-999.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2931727789702532
1970-08-01,-999.0,23.2,-999.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2931727789702532
1970-09-01,-999.0,23.2,-999.0,8.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.2931727789702532
1970-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1970-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-02-01,-999.0,9.4,-999.0,4.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6526622987504858
1971-03-01,-999.0,15.9,-999.0,6.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9807238281377235
1971-04-01,-999.0,20.2,-999.0,7.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1907057071773934
1971-05-01,-999.0,20.2,-999.0,7.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1907057071773934
1971-06-01,-999.0,20.2,-999.0,7.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1907057071773934
1971-07-01,-999.0,20.2,-999.0,7.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1907057071773934
1971-08-01,-999.0,20.2,-999.0,7.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1907057071773934
1971-09-01,-999.0,20.2,-999.0,7.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1907057071773934
1971-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1971-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-02-01,-999.0,10.0,-999.0,5.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7010907140219662
1972-03-01,-999.0,12.7,-999.0,5.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7948630231307015
1972-04-01,-999.0,15.1,-999.0,5.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8644211246036966
1972-05-01,-999.0,15.1,-999.0,5.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8644211246036966
1972-06-01,-999.0,15.1,-999.0,5.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8644211246036966
1972-07-01,-999.0,15.1,-999.0,5.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8644211246036966
1972-08-01,-999.0,15.1,-999.0,5.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8644211246036966
1972-09-01,-999.0,15.1,-999.0,5.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8644211246036966
1972-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1972-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-02-01,-999.0,9.4,-999.0,5.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.6914609111295253
1973-03-01,-999.0,11.2,-999.0,6.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7979475445649271
1973-04-01,-999.0,14.3,-999.0,6.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9033128705858284
1973-05-01,-999.0,17.9,-999.0,7.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0697278026017845
1973-06-01,-999.0,17.9,-999.0,7.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0697278026017845
1973-07-01,-999.0,17.9,-999.0,7.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0697278026017845
1973-08-01,-999.0,17.9,-999.0,7.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0697278026017845
1973-09-01,-999.0,17.9,-999.0,7.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0697278026017845
1973-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1973-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-02-01,-999.0,10.1,-999.0,6.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8203848053871265
1974-03-01,-999.0,10.6,-999.0,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9667913586160686
1974-04-01,-999.0,14.0,-999.0,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0653320023694783
1974-05-01,-999.0,16.8,-999.0,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1464831207546393
1974-06-01,-999.0,16.8,-999.0,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1464831207546393
1974-07-01,-999.0,16.8,-999.0,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1464831207546393
1974-08-01,-999.0,16.8,-999.0,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1464831207546393
1974-09-01,-999.0,16.8,-999.0,8.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.1464831207546393
1974-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1974-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-02-01,-999.0,11.1,-999.0,5.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.7174520655788064
1975-03-01,-999.0,14.5,-999.0,7.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9789468813241826
1975-04-01,-999.0,20.2,-999.0,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.35365987916936
1975-05-01,-999.0,20.2,-999.0,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.35365987916936
1975-06-01,-999.0,20.2,-999.0,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.35365987916936
1975-07-01,-999.0,20.2,-999.0,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.35365987916936
1975-08-01,-999.0,20.2,-999.0,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.35365987916936
1975-09-01,-999.0,20.2,-999.0,9.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.35365987916936
1975-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1975-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-02-01,-999.0,7.9,-999.0,3.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.5238315380959766
1976-03-01,-999.0,13.8,-999.0,6.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.8965813219214289
1976-04-01,-999.0,15.0,-999.0,6.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9391200951337344
1976-05-01,-999.0,15.1,-999.0,6.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.942018349361776
1976-06-01,-999.0,15.1,-999.0,6.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.942018349361776
1976-07-01,-999.0,15.1,-999.0,6.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.942018349361776
1976-08-01,-999.0,15.1,-999.0,6.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.942018349361776
1976-09-01,-999.0,15.1,-999.0,6.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.942018349361776
1976-10-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-11-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1976-12-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-01-01,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0
1977-02-01,-999.0,1.7,-999.0,1.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.1501467140622079
1977-03-01,-999.0,7.6,-999.0,2.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.40650066075054125
1977-04-01,-999.0,9.1,-999.0,2.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4499744741711632
1977-05-01,-999.0,9.1,-999.0,2.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4499744741711632
1977-06-01,-999.0,9.1,-999.0,2.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4499744741711632
1977-07-01,-999.0,9.1,-999.0,2.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4499744741711632
1977-08-01,-999.0,9.1,-999.0,2.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4499744741711632
1977-09-01,-999.0,9.1,-999.0,2.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4499744741711632
