,05J33,05J03,05J02,05J06,05J11,05J27,05J20,1161,438,1122,551,1123,basinwide_average
1990-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1990-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.9,-999.0,2.4,-999.0,0.026693862177671866
1990-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,4.9,-999.0,4.1,-999.0,0.04530313905254541
1991-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,7.0,-999.0,7.3,-999.0,0.07114701587294886
1991-02-01,2.2,1.4,2.3,6.8,1.7,7.0,2.1,-999.0,9.1,-999.0,11.0,-999.0,0.35915038606875355
1991-03-01,2.9,1.4,2.5,6.8,2.8,8.3,2.1,-999.0,10.7,-999.0,13.4,-999.0,0.4166274584531018
1991-04-01,4.0,3.1,4.1,12.8,4.0,12.6,3.7,-999.0,14.9,-999.0,19.8,-999.0,0.6713476040687967
1991-05-01,4.0,3.1,4.1,12.8,4.1,14.4,3.7,-999.0,18.9,-999.0,24.3,-999.0,0.7281112783886189
1991-06-01,4.0,3.1,4.1,12.8,4.1,14.4,3.7,-999.0,18.9,-999.0,24.3,-999.0,0.7281112783886189
1991-07-01,4.0,3.1,4.1,12.8,4.1,14.4,3.7,-999.0,18.9,-999.0,24.3,-999.0,0.7281112783886189
1991-08-01,4.0,3.1,4.1,12.8,4.1,14.4,3.7,-999.0,18.9,-999.0,24.3,-999.0,0.7281112783886189
1991-09-01,4.0,3.1,4.1,12.8,4.1,14.4,3.7,-999.0,18.9,-999.0,24.3,-999.0,0.7281112783886189
1991-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1991-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.1,-999.0,1.6,-999.0,0.007680121931521872
1991-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,4.5,-999.0,5.8,-999.0,0.05066993219180668
1992-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,4.9,-999.0,6.4,-999.0,0.05555014473036049
1992-02-01,4.1,2.1,4.4,0.0,3.3,6.9,3.8,-999.0,7.7,-999.0,10.2,-999.0,0.4304841044592044
1992-03-01,4.2,3.3,5.3,0.0,3.6,8.3,3.9,-999.0,9.4,-999.0,13.7,-999.0,0.5218920814759476
1992-04-01,9.2,5.2,8.0,13.1,7.7,11.6,8.1,-999.0,14.2,-999.0,18.7,-999.0,0.9742744959456476
1992-05-01,9.2,5.2,8.0,13.1,7.7,11.6,8.1,-999.0,17.5,-999.0,20.3,-999.0,0.9996112628579861
1992-06-01,9.2,5.2,8.0,13.1,7.7,11.6,8.1,-999.0,17.5,-999.0,20.3,-999.0,0.9996112628579861
1992-07-01,9.2,5.2,8.0,13.1,7.7,11.6,8.1,-999.0,17.5,-999.0,20.3,-999.0,0.9996112628579861
1992-08-01,9.2,5.2,8.0,13.1,7.7,11.6,8.1,-999.0,17.5,-999.0,20.3,-999.0,0.9996112628579861
1992-09-01,9.2,5.2,8.0,13.1,7.7,11.6,8.1,-999.0,17.5,-999.0,20.3,-999.0,0.9996112628579861
1992-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1992-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.6,-999.0,1.1,-999.0,0.008211362779814626
1992-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.4,-999.0,6.5,-999.0,0.047719114381594784
1993-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.4,-999.0,9.4,-999.0,0.07167465508837184
1993-02-01,4.5,3.1,5.6,0.0,4.6,7.8,5.2,-999.0,8.5,-999.0,12.8,-999.0,0.5458429131910237
1993-03-01,7.7,4.8,8.6,0.0,7.3,12.8,6.8,-999.0,13.4,-999.0,18.7,-999.0,0.8397703839605414
1993-04-01,7.7,5.7,9.2,14.6,8.2,15.2,7.9,-999.0,16.9,-999.0,23.6,-999.0,1.0586648234279235
1993-05-01,7.8,5.7,11.1,14.6,9.6,19.6,7.9,-999.0,22.0,-999.0,32.7,-999.0,1.2051768136522756
1993-06-01,7.8,5.7,11.1,14.6,9.6,19.6,7.9,-999.0,22.0,-999.0,32.7,-999.0,1.2051768136522756
1993-07-01,7.8,5.7,11.1,14.6,9.6,19.6,7.9,-999.0,22.0,-999.0,32.7,-999.0,1.2051768136522756
1993-08-01,7.8,5.7,11.1,14.6,9.6,19.6,7.9,-999.0,22.0,-999.0,32.7,-999.0,1.2051768136522756
1993-09-01,7.8,5.7,11.1,14.6,9.6,19.6,7.9,-999.0,22.0,-999.0,32.7,-999.0,1.2051768136522756
1993-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1993-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.7,-999.0,4.0,-999.0,0.03271867364224221
1993-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,7.0,-999.0,7.3,-999.0,0.07114701587294886
1994-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,9.0,-999.0,10.9,-999.0,0.09822121048166964
1994-02-01,3.9,2.8,4.0,8.5,4.8,8.7,5.3,-999.0,11.4,-999.0,13.3,-999.0,0.5905156110863666
1994-03-01,5.6,3.3,6.4,12.2,7.7,12.4,6.7,-999.0,14.9,-999.0,18.1,-999.0,0.8173501380197463
1994-04-01,6.4,3.3,6.4,14.8,8.3,14.4,7.6,-999.0,17.6,-999.0,20.5,-999.0,0.9094813272294532
1994-05-01,6.4,3.3,6.4,14.8,8.3,14.4,7.6,-999.0,19.8,-999.0,20.5,-999.0,0.9216202706537643
1994-06-01,6.4,3.3,6.4,14.8,8.3,14.4,7.6,-999.0,19.8,-999.0,20.5,-999.0,0.9216202706537643
1994-07-01,6.4,3.3,6.4,14.8,8.3,14.4,7.6,-999.0,19.8,-999.0,20.5,-999.0,0.9216202706537643
1994-08-01,6.4,3.3,6.4,14.8,8.3,14.4,7.6,-999.0,19.8,-999.0,20.5,-999.0,0.9216202706537643
1994-09-01,6.4,3.3,6.4,14.8,8.3,14.4,7.6,-999.0,19.8,-999.0,20.5,-999.0,0.9216202706537643
1994-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1994-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.1,-999.0,0.8,-999.0,0.009633647600091305
1994-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.1,-999.0,3.9,-999.0,0.03448023227885229
1995-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,4.0,-999.0,5.1,-999.0,0.0447924275116104
1995-02-01,1.4,1.4,2.4,4.8,1.4,6.3,1.4,-999.0,6.3,-999.0,8.5,-999.0,0.2880559264139787
1995-03-01,2.4,1.8,4.7,7.1,3.3,9.4,2.8,-999.0,8.9,-999.0,11.5,-999.0,0.45960802881634266
1995-04-01,2.4,1.8,5.0,9.2,3.3,10.8,2.8,-999.0,11.6,-999.0,14.9,-999.0,0.5175476371897216
1995-05-01,3.5,1.8,5.0,14.0,3.9,14.3,3.6,-999.0,18.0,-999.0,23.9,-999.0,0.6879315251957105
1995-06-01,3.5,1.8,5.0,14.0,3.9,14.3,3.6,-999.0,28.8,-999.0,33.6,-999.0,0.7907383346471859
1995-07-01,3.5,1.8,5.0,14.0,3.9,14.3,3.6,-999.0,28.8,-999.0,33.6,-999.0,0.7907383346471859
1995-08-01,3.5,1.8,5.0,14.0,3.9,14.3,3.6,-999.0,28.8,-999.0,33.6,-999.0,0.7907383346471859
1995-09-01,3.5,1.8,5.0,14.0,3.9,14.3,3.6,-999.0,28.8,-999.0,33.6,-999.0,0.7907383346471859
1995-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.9,-999.0,0.5,-999.0,0.007193541330814401
1995-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.1,-999.0,3.6,-999.0,0.044179069433886636
1995-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,9.6,-999.0,9.2,-999.0,0.09395795765370939
1996-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,12.4,-999.0,11.8,-999.0,0.1209910936477147
1996-02-01,6.4,4.7,8.1,14.5,6.7,14.4,5.4,-999.0,16.7,-999.0,19.9,-999.0,0.9088497287455185
1996-03-01,7.6,6.4,12.0,14.5,9.5,18.6,6.9,-999.0,19.6,-999.0,23.7,-999.0,1.1568334993905194
1996-04-01,10.4,7.3,12.6,16.3,12.4,22.7,8.1,-999.0,22.5,-999.0,28.7,-999.0,1.374616093938472
1996-05-01,10.4,7.3,12.6,21.8,12.4,22.8,8.1,-999.0,26.5,-999.0,34.3,-999.0,1.4580403876025723
1996-06-01,10.4,7.3,12.6,21.8,12.4,22.8,8.1,-999.0,26.5,-999.0,34.3,-999.0,1.4580403876025723
1996-07-01,10.4,7.3,12.6,21.8,12.4,22.8,8.1,-999.0,26.5,-999.0,34.3,-999.0,1.4580403876025723
1996-08-01,10.4,7.3,12.6,21.8,12.4,22.8,8.1,-999.0,26.5,-999.0,34.3,-999.0,1.4580403876025723
1996-09-01,10.4,7.3,12.6,21.8,12.4,22.8,8.1,-999.0,26.5,-999.0,34.3,-999.0,1.4580403876025723
1996-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.5,-999.0,0.5,-999.0,0.01050416226471747
1996-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.6,-999.0,3.0,-999.0,0.027711683626672094
1996-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.0,-999.0,7.0,-999.0,0.05877504680196276
1997-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.6,-999.0,12.2,-999.0,0.10180591567696307
1997-02-01,6.2,4.3,8.4,12.6,8.9,15.5,7.0,-999.0,12.3,-999.0,18.6,-999.0,0.9181651966386101
1997-03-01,7.0,5.1,8.4,12.6,8.9,17.9,7.1,-999.0,14.0,-999.0,20.8,-999.0,0.9938813211710141
1997-04-01,7.0,5.1,8.4,14.8,8.9,18.7,7.1,-999.0,16.2,-999.0,24.5,-999.0,1.0426809377764419
1997-05-01,7.0,5.1,8.4,19.7,9.0,20.4,7.1,-999.0,23.4,-999.0,35.0,-999.0,1.1748685108475752
1997-06-01,7.0,5.1,8.4,19.7,9.0,20.4,7.1,-999.0,23.4,-999.0,35.0,-999.0,1.1748685108475752
1997-07-01,7.0,5.1,8.4,19.7,9.0,20.4,7.1,-999.0,23.4,-999.0,35.0,-999.0,1.1748685108475752
1997-08-01,7.0,5.1,8.4,19.7,9.0,20.4,7.1,-999.0,23.4,-999.0,35.0,-999.0,1.1748685108475752
1997-09-01,7.0,5.1,8.4,19.7,9.0,20.4,7.1,-999.0,23.4,-999.0,35.0,-999.0,1.1748685108475752
1997-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1997-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.7,-999.0,2.4,-999.0,0.03110802342287596
1997-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.4,-999.0,6.0,-999.0,0.056526907564645214
1998-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,7.6,-999.0,8.7,-999.0,0.08069494461073937
1998-02-01,6.0,3.0,5.3,0.0,5.2,8.9,0.7,-999.0,9.8,-999.0,12.6,-999.0,0.5129599405537705
1998-03-01,6.0,3.8,6.0,10.1,6.1,10.9,5.7,-999.0,11.2,-999.0,16.4,-999.0,0.7436264070570346
1998-04-01,6.4,3.8,6.0,10.1,7.8,10.9,5.7,-999.0,13.9,-999.0,19.5,-999.0,0.8014650021820883
1998-05-01,6.6,3.8,6.0,12.2,7.8,13.0,5.7,-999.0,16.9,-999.0,23.2,-999.0,0.8667538409884464
1998-06-01,6.6,3.8,6.0,12.2,7.8,13.0,5.7,-999.0,16.9,-999.0,23.2,-999.0,0.8667538409884464
1998-07-01,6.6,3.8,6.0,12.2,7.8,13.0,5.7,-999.0,16.9,-999.0,23.2,-999.0,0.8667538409884464
1998-08-01,6.6,3.8,6.0,12.2,7.8,13.0,5.7,-999.0,16.9,-999.0,23.2,-999.0,0.8667538409884464
1998-09-01,6.6,3.8,6.0,12.2,7.8,13.0,5.7,-999.0,16.9,-999.0,23.2,-999.0,0.8667538409884464
1998-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
1998-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.3,-999.0,3.0,-999.0,0.03157407471622567
1998-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.1,-999.0,4.2,-999.0,0.04685220134983839
1999-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.6,-999.0,7.7,-999.0,0.08175742630732488
1999-02-01,4.6,3.1,4.4,10.4,3.2,9.2,0.7,-999.0,12.7,-999.0,14.5,-999.0,0.5496068626545763
1999-03-01,4.9,3.1,5.6,12.9,5.2,12.7,5.0,-999.0,14.8,-999.0,17.4,-999.0,0.7320795109268852
1999-04-01,4.9,3.1,5.6,12.9,5.2,12.7,5.0,-999.0,15.8,-999.0,19.4,-999.0,0.7465076522032295
1999-05-01,5.2,3.1,5.6,15.8,5.9,15.1,5.8,-999.0,20.9,-999.0,22.6,-999.0,0.8522994560796288
1999-06-01,5.2,3.1,5.6,15.8,5.9,15.1,5.8,-999.0,20.9,-999.0,22.6,-999.0,0.8522994560796288
1999-07-01,5.2,3.1,5.6,15.8,5.9,15.1,5.8,-999.0,20.9,-999.0,22.6,-999.0,0.8522994560796288
1999-08-01,5.2,3.1,5.6,15.8,5.9,15.1,5.8,-999.0,20.9,-999.0,22.6,-999.0,0.8522994560796288
1999-09-01,5.2,3.1,5.6,15.8,5.9,15.1,5.8,-999.0,20.9,-999.0,22.6,-999.0,0.8522994560796288
1999-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.7,-999.0,0.0,-999.0,0.0038623910895535787
1999-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.7,-999.0,0.9,-999.0,0.007872088963481218
1999-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.0,-999.0,3.1,-999.0,0.01932888312225587
2000-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.2,-999.0,7.0,-999.0,0.04884318400025356
2000-02-01,3.7,3.1,5.4,0.0,3.9,8.2,0.7,-999.0,6.3,-999.0,11.9,-999.0,0.4363816943713349
2000-03-01,4.6,4.9,10.2,0.0,4.6,11.5,4.3,-999.0,9.7,-999.0,16.8,-999.0,0.7007918129802487
2000-04-01,5.1,4.9,10.2,14.6,7.2,14.9,6.0,-999.0,13.7,-999.0,22.4,-999.0,0.93751606701397
2000-05-01,5.1,4.9,10.2,14.6,7.2,14.9,6.0,-999.0,20.3,-999.0,24.7,-999.0,0.9841799029647187
2000-06-01,5.1,4.9,10.2,14.6,7.2,14.9,6.0,-999.0,20.3,-999.0,24.7,-999.0,0.9841799029647187
2000-07-01,5.1,4.9,10.2,14.6,7.2,14.9,6.0,-999.0,20.3,-999.0,24.7,-999.0,0.9841799029647187
2000-08-01,5.1,4.9,10.2,14.6,7.2,14.9,6.0,-999.0,20.3,-999.0,24.7,-999.0,0.9841799029647187
2000-09-01,5.1,4.9,10.2,14.6,7.2,14.9,6.0,-999.0,20.3,-999.0,24.7,-999.0,0.9841799029647187
2000-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.9,-999.0,0.0,-999.0,0.004965931400854602
2000-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.9,-999.0,2.3,-999.0,0.01521293707866968
2000-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.0,-999.0,5.7,-999.0,0.04194785787105706
2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,6.1,-999.0,9.9,-999.0,0.07776465610788523
2001-02-01,3.4,2.9,4.1,0.0,2.6,7.7,3.2,-999.0,7.0,-999.0,11.2,-999.0,0.4278759443052648
2001-03-01,4.0,3.1,5.1,0.0,4.1,9.9,3.5,-999.0,9.1,-999.0,14.5,-999.0,0.5240519552302665
2001-04-01,4.0,3.1,6.9,9.8,4.1,10.9,3.9,-999.0,11.4,-999.0,18.1,-999.0,0.6536968976469082
2001-05-01,4.0,3.1,6.9,9.8,4.3,12.4,3.9,-999.0,14.2,-999.0,20.3,-999.0,0.6927225187481096
2001-06-01,4.0,3.1,6.9,9.8,4.3,12.4,3.9,-999.0,14.2,-999.0,20.3,-999.0,0.6927225187481096
2001-07-01,4.0,3.1,6.9,9.8,4.3,12.4,3.9,-999.0,14.2,-999.0,20.3,-999.0,0.6927225187481096
2001-08-01,4.0,3.1,6.9,9.8,4.3,12.4,3.9,-999.0,14.2,-999.0,20.3,-999.0,0.6927225187481096
2001-09-01,4.0,3.1,6.9,9.8,4.3,12.4,3.9,-999.0,14.2,-999.0,20.3,-999.0,0.6927225187481096
2001-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
2001-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.8,-999.0,0.4,-999.0,0.006196249189171931
2001-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.4,-999.0,4.4,-999.0,0.032845451119258504
2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.3,-999.0,5.8,-999.0,0.04404869032400054
2002-02-01,1.9,0.8,2.0,0.0,1.4,4.5,1.8,-999.0,5.2,-999.0,7.8,-999.0,0.22482593738799533
2002-03-01,3.1,1.8,4.1,0.0,2.1,6.6,3.1,-999.0,7.6,-999.0,12.0,-999.0,0.37961202993817694
2002-04-01,4.4,3.2,5.3,7.4,3.9,7.8,5.5,-999.0,9.7,-999.0,14.2,-999.0,0.59964316205362
2002-05-01,4.4,3.2,5.3,7.4,3.9,7.8,5.5,-999.0,11.5,-999.0,14.2,-999.0,0.6095750248553292
2002-06-01,4.4,3.2,5.3,7.4,3.9,7.8,5.5,-999.0,11.5,-999.0,14.2,-999.0,0.6095750248553292
2002-07-01,4.4,3.2,5.3,7.4,3.9,7.8,5.5,-999.0,11.5,-999.0,14.2,-999.0,0.6095750248553292
2002-08-01,4.4,3.2,5.3,7.4,3.9,7.8,5.5,-999.0,11.5,-999.0,14.2,-999.0,0.6095750248553292
2002-09-01,4.4,3.2,5.3,7.4,3.9,7.8,5.5,-999.0,11.5,-999.0,14.2,-999.0,0.6095750248553292
2002-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
2002-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.7,-999.0,2.2,-999.0,0.013663874781376697
2002-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.8,-999.0,5.4,-999.0,0.039507751601780154
2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.6,-999.0,8.5,-999.0,0.057733094412735
2003-02-01,2.6,1.8,4.5,0.0,2.5,7.6,2.8,-999.0,4.8,-999.0,10.5,-999.0,0.36291655093128194
2003-03-01,4.6,3.4,5.6,0.0,4.0,10.9,4.7,-999.0,6.9,-999.0,16.2,-999.0,0.5698480541048084
2003-04-01,10.6,6.9,10.2,14.6,10.8,16.9,10.0,-999.0,14.0,-999.0,24.4,-999.0,1.222717709679578
2003-05-01,10.6,6.9,10.2,14.6,10.8,17.4,10.0,-999.0,19.4,-999.0,30.1,-999.0,1.2816019047141434
2003-06-01,10.6,6.9,10.2,14.6,10.8,17.4,10.0,-999.0,19.4,-999.0,30.1,-999.0,1.2816019047141434
2003-07-01,10.6,6.9,10.2,14.6,10.8,17.4,10.0,-999.0,19.4,-999.0,30.1,-999.0,1.2816019047141434
2003-08-01,10.6,6.9,10.2,14.6,10.8,17.4,10.0,-999.0,19.4,-999.0,30.1,-999.0,1.2816019047141434
2003-09-01,10.6,6.9,10.2,14.6,10.8,17.4,10.0,-999.0,19.4,-999.0,30.1,-999.0,1.2816019047141434
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.2,-999.0,0.2,-999.0,0.0019945842832849426
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.4,-999.0,3.6,-999.0,0.03479897678782794
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.0,-999.0,7.4,-999.0,0.06055713474593061
2004-02-01,3.6,2.3,4.2,0.0,3.1,7.3,4.6,-999.0,6.6,-999.0,8.6,-999.0,0.42606425091223
2004-03-01,4.8,2.9,4.9,0.0,4.2,8.4,5.9,-999.0,9.0,-999.0,12.2,-999.0,0.5454530965505161
2004-04-01,4.8,2.9,4.9,9.9,4.2,8.4,5.9,-999.0,10.8,-999.0,13.8,-999.0,0.6267111850946082
2004-05-01,4.8,2.9,4.9,9.9,4.2,9.3,5.9,-999.0,15.7,-999.0,16.8,-999.0,0.6737625184714549
2004-06-01,4.8,2.9,4.9,9.9,4.2,9.3,5.9,-999.0,15.7,-999.0,16.8,-999.0,0.6737625184714549
2004-07-01,4.8,2.9,4.9,9.9,4.2,9.3,5.9,-999.0,15.7,-999.0,16.8,-999.0,0.6737625184714549
2004-08-01,4.8,2.9,4.9,9.9,4.2,9.3,5.9,-999.0,15.7,-999.0,16.8,-999.0,0.6737625184714549
2004-09-01,4.8,2.9,4.9,9.9,4.2,9.3,5.9,-999.0,15.7,-999.0,16.8,-999.0,0.6737625184714549
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.5,-999.0,1.1,-999.0,0.013177294180669229
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.5,-999.0,3.5,-999.0,0.03490522495748649
2004-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.7,-999.0,7.2,-999.0,0.06352848186350027
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.5,-999.0,9.6,-999.0,0.08967057388552162
2005-02-01,3.4,1.7,2.3,0.0,2.8,7.5,3.9,-999.0,10.5,-999.0,12.1,-999.0,0.40287396229008254
2005-03-01,3.8,2.7,4.0,8.3,3.3,8.9,4.7,-999.0,12.4,-999.0,14.5,-999.0,0.5671458074884794
2005-04-01,5.5,2.7,5.3,10.9,5.3,10.8,5.4,-999.0,15.7,-999.0,18.9,-999.0,0.7175049959897215
2005-05-01,5.5,2.7,5.3,10.9,5.3,10.8,5.4,-999.0,17.7,-999.0,21.9,-999.0,0.7419060586824906
2005-06-01,5.5,2.7,5.3,10.9,5.3,10.8,5.4,-999.0,17.7,-999.0,21.9,-999.0,0.7419060586824906
2005-07-01,5.5,2.7,5.3,10.9,5.3,10.8,5.4,-999.0,17.7,-999.0,21.9,-999.0,0.7419060586824906
2005-08-01,5.5,2.7,5.3,10.9,5.3,10.8,5.4,-999.0,17.7,-999.0,21.9,-999.0,0.7419060586824906
2005-09-01,5.5,2.7,5.3,10.9,5.3,10.8,5.4,-999.0,17.7,-999.0,21.9,-999.0,0.7419060586824906
2005-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,1.9,-999.0,0.5,-999.0,0.012711242887319514
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.1,-999.0,7.2,-999.0,0.06021786092959718
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.8,-999.0,13.0,-999.0,0.10647363187619979
2006-02-01,3.6,4.1,7.5,0.0,4.4,11.6,3.3,-999.0,11.1,-999.0,15.9,-999.0,0.610878836223362
2006-03-01,4.6,4.1,8.2,0.0,6.3,14.4,4.1,-999.0,13.3,-999.0,17.9,-999.0,0.7157273067150749
2006-04-01,5.9,5.1,8.6,14.9,8.9,17.8,6.8,-999.0,16.5,-999.0,22.0,-999.0,1.0078800281590488
2006-05-01,5.9,5.1,8.6,14.9,8.9,17.8,6.8,-999.0,16.6,-999.0,22.0,-999.0,1.0084317983146993
2006-06-01,5.9,5.1,8.6,14.9,8.9,17.8,6.8,-999.0,16.6,-999.0,22.0,-999.0,1.0084317983146993
2006-07-01,5.9,5.1,8.6,14.9,8.9,17.8,6.8,-999.0,16.6,-999.0,22.0,-999.0,1.0084317983146993
2006-08-01,5.9,5.1,8.6,14.9,8.9,17.8,6.8,-999.0,16.6,-999.0,22.0,-999.0,1.0084317983146993
2006-09-01,5.9,5.1,8.6,14.9,8.9,17.8,6.8,-999.0,16.6,-999.0,22.0,-999.0,1.0084317983146993
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.9,-999.0,0.0,-999.0,0.004965931400854602
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,2.2,-999.0,3.3,-999.0,0.026841168962045928
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,5.0,-999.0,5.7,-999.0,0.05298326098406728
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,8.9,-999.0,11.4,-999.0,0.09989705025597893
2007-02-01,7.8,4.2,6.1,10.5,7.8,10.8,5.7,-999.0,10.9,-999.0,13.6,-999.0,0.7959947878387448
2007-03-01,9.0,4.4,6.4,10.5,10.6,13.7,7.4,-999.0,13.9,-999.0,17.1,-999.0,0.9432036429522795
2007-04-01,9.0,4.4,6.4,14.2,10.6,13.7,7.4,-999.0,14.9,-999.0,19.8,-999.0,0.9847435829463345
2007-05-01,9.0,4.4,6.4,16.6,11.5,15.9,7.4,-999.0,14.9,-999.0,22.4,-999.0,1.040261788080089
2007-06-01,9.0,4.4,6.4,16.6,11.5,15.9,7.4,-999.0,14.9,-999.0,22.4,-999.0,1.040261788080089
2007-07-01,9.0,4.4,6.4,16.6,11.5,15.9,7.4,-999.0,14.9,-999.0,22.4,-999.0,1.040261788080089
2007-08-01,9.0,4.4,6.4,16.6,11.5,15.9,7.4,-999.0,14.9,-999.0,22.4,-999.0,1.040261788080089
2007-09-01,9.0,4.4,6.4,16.6,11.5,15.9,7.4,-999.0,14.9,-999.0,22.4,-999.0,1.040261788080089
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,3.7,-999.0,2.5,-999.0,0.03155354540886792
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,4.9,-999.0,5.7,-999.0,0.05243149082841677
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-999.0,7.8,-999.0,9.4,-999.0,0.08491713882398412
2008-02-01,3.1,2.6,4.6,8.8,2.8,9.0,4.3,-999.0,10.8,-999.0,14.7,-999.0,0.5439373942380015
